County	 FIPS	Age-Adjusted Incidence Rate	Lower 95% Confidence Interval	Upper 95% Confidence Interval	Average Annual Count	Recent Trend	Recent 5-Year Trend in Incidence Rates	Lower 95% Confidence Interval	Upper 95% Confidence Interval
"Pleasants County, West Virginia(6,10)"	54073	* 	*	 *	*	*	*	*	*
"Pocahontas County, Iowa(7)"	19151	* 	*	 *	*	*	*	*	*
"Polk County, Nebraska(6,10)"	31143	* 	*	 *	*	*	*	*	*
"Pondera County, Montana(6,10)"	30073	* 	*	 *	*	*	*	*	*
"Pope County, Illinois(6,10)"	17151	* 	*	 *	*	*	*	*	*
"Potter County, South Dakota(6,10)"	46107	* 	*	 *	*	*	*	*	*
"Powder River County, Montana(6,10)"	30075	* 	*	 *	*	*	*	*	*
"Powell County, Kentucky(7,8)"	21197	* 	*	 *	*	*	*	*	*
"Powell County, Montana(6,10)"	30077	* 	*	 *	*	*	*	*	*
"Power County, Idaho(6,10)"	16077	* 	*	 *	*	*	*	*	*
"Prairie County, Arkansas(6,10)"	5117	* 	*	 *	*	*	*	*	*
"Prairie County, Montana(6,10)"	30079	* 	*	 *	*	*	*	*	*
"Presidio County, Texas(6,10)"	48377	* 	*	 *	*	*	*	*	*
"Price County, Wisconsin(6,10)"	55099	* 	*	 *	*	*	*	*	*
"Prince of Wales-Outer Ketchikan, Alaska(6,10)"	2201	* 	*	 *	*	*	*	*	*
"Prowers County, Colorado(6,10)"	8099	* 	*	 *	*	*	*	*	*
"Pulaski County, Georgia(7)"	13235	* 	*	 *	*	*	*	*	*
"Pulaski County, Illinois(6,10)"	17153	* 	*	 *	*	*	*	*	*
"Pushmataha County, Oklahoma(6,10)"	40127	* 	*	 *	*	*	*	*	*
"Putnam County, Illinois(6,10)"	17155	* 	*	 *	*	*	*	*	*
"Putnam County, Missouri(6,10)"	29171	* 	*	 *	*	*	*	*	*
"Quay County, New Mexico(7)"	35037	* 	*	 *	*	*	*	*	*
"Quitman County, Georgia(7)"	13239	* 	*	 *	*	*	*	*	*
"Quitman County, Mississippi(6,10)"	28119	* 	*	 *	*	*	*	*	*
"Radford City, Virginia(6,10)"	51750	* 	*	 *	*	*	*	*	*
"Rains County, Texas(6,10)"	48379	* 	*	 *	*	*	*	*	*
"Ralls County, Missouri(6,10)"	29173	* 	*	 *	*	*	*	*	*
"Ramsey County, North Dakota(6,10)"	38071	* 	*	 *	*	*	*	*	*
"Randolph County, Georgia(7)"	13243	* 	*	 *	*	*	*	*	*
"Ransom County, North Dakota(6,10)"	38073	* 	*	 *	*	*	*	*	*
"Rappahannock County, Virginia(6,10)"	51157	* 	*	 *	*	*	*	*	*
"Reagan County, Texas(6,10)"	48383	* 	*	 *	*	*	*	*	*
"Real County, Texas(6,10)"	48385	* 	*	 *	*	*	*	*	*
"Red River County, Texas(6,10)"	48387	* 	*	 *	*	*	*	*	*
"Red River Parish, Louisiana(7)"	22081	* 	*	 *	*	*	*	*	*
"Red Willow County, Nebraska(6,10)"	31145	* 	*	 *	*	*	*	*	*
"Reeves County, Texas(6,10)"	48389	* 	*	 *	*	*	*	*	*
"Refugio County, Texas(6,10)"	48391	* 	*	 *	*	*	*	*	*
"Renville County, North Dakota(6,10)"	38075	* 	*	 *	*	*	*	*	*
"Reynolds County, Missouri(6,10)"	29179	* 	*	 *	*	*	*	*	*
"Rich County, Utah(7)"	49033	* 	*	 *	*	*	*	*	*
"Richardson County, Nebraska(6,10)"	31147	* 	*	 *	*	*	*	*	*
"Richland County, Montana(6,10)"	30083	* 	*	 *	*	*	*	*	*
"Richmond County, Virginia(6,10)"	51159	* 	*	 *	*	*	*	*	*
"Ringgold County, Iowa(7)"	19159	* 	*	 *	*	*	*	*	*
"Rio Blanco County, Colorado(6,10)"	8103	* 	*	 *	*	*	*	*	*
"Ripley County, Missouri(6,10)"	29181	* 	*	 *	*	*	*	*	*
"Ritchie County, West Virginia(6,10)"	54085	* 	*	 *	*	*	*	*	*
"Roberts County, South Dakota(6,10)"	46109	* 	*	 *	*	*	*	*	*
"Roberts County, Texas(6,10)"	48393	* 	*	 *	*	*	*	*	*
"Robertson County, Kentucky(7)"	21201	* 	*	 *	*	*	*	*	*
"Robertson County, Texas(6,10)"	48395	* 	*	 *	*	*	*	*	*
"Rock County, Nebraska(6,10)"	31149	* 	*	 *	*	*	*	*	*
"Roger Mills County, Oklahoma(6,10)"	40129	* 	*	 *	*	*	*	*	*
"Rolette County, North Dakota(6,10)"	38079	* 	*	 *	*	*	*	*	*
"Roosevelt County, Montana(6,10)"	30085	* 	*	 *	*	*	*	*	*
"Roosevelt County, New Mexico(7)"	35041	* 	*	 *	*	*	*	*	*
"Rosebud County, Montana(6,10)"	30087	* 	*	 *	*	*	*	*	*
"Sabine County, Texas(6,10)"	48403	* 	*	 *	*	*	*	*	*
"Sac County, Iowa(7,8)"	19161	* 	*	 *	*	*	*	*	*
"Saguache County, Colorado(6,10)"	8109	* 	*	 *	*	*	*	*	*
"San Augustine County, Texas(6,10)"	48405	* 	*	 *	*	*	*	*	*
"San Juan County, Colorado(6,10)"	8111	* 	*	 *	*	*	*	*	*
"San Juan County, Utah(7)"	49037	* 	*	 *	*	*	*	*	*
"San Miguel County, New Mexico(7)"	35047	* 	*	 *	*	*	*	*	*
"San Saba County, Texas(6,10)"	48411	* 	*	 *	*	*	*	*	*
"Sanborn County, South Dakota(6,10)"	46111	* 	*	 *	*	*	*	*	*
"Sargent County, North Dakota(6,10)"	38081	* 	*	 *	*	*	*	*	*
"Schleicher County, Texas(6,10)"	48413	* 	*	 *	*	*	*	*	*
"Schley County, Georgia(7)"	13249	* 	*	 *	*	*	*	*	*
"Schoolcraft County, Michigan(6,10)"	26153	* 	*	 *	*	*	*	*	*
"Schuyler County, Illinois(6,10)"	17169	* 	*	 *	*	*	*	*	*
"Schuyler County, Missouri(6,10)"	29197	* 	*	 *	*	*	*	*	*
"Scotland County, Missouri(6,10)"	29199	* 	*	 *	*	*	*	*	*
"Scott County, Arkansas(6,10)"	5127	* 	*	 *	*	*	*	*	*
"Scott County, Illinois(6,10)"	17171	* 	*	 *	*	*	*	*	*
"Scott County, Virginia(6,10)"	51169	* 	*	 *	*	*	*	*	*
"Scurry County, Texas(6,10)"	48415	* 	*	 *	*	*	*	*	*
"Searcy County, Arkansas(6,10)"	5129	* 	*	 *	*	*	*	*	*
"Sedgwick County, Colorado(6,10)"	8115	* 	*	 *	*	*	*	*	*
"Seminole County, Georgia(7,8)"	13253	* 	*	 *	*	*	*	*	*
"Sevier County, Arkansas(6,10)"	5133	* 	*	 *	*	*	*	*	*
"Shackelford County, Texas(6,10)"	48417	* 	*	 *	*	*	*	*	*
"Shannon County, Missouri(6,10)"	29203	* 	*	 *	*	*	*	*	*
"Shannon County, South Dakota(6,10)"	46113	* 	*	 *	*	*	*	*	*
"Sharkey County, Mississippi(6,10)"	28125	* 	*	 *	*	*	*	*	*
"Shelby County, Missouri(6,10)"	29205	* 	*	 *	*	*	*	*	*
"Sheridan County, Montana(6,10)"	30091	* 	*	 *	*	*	*	*	*
"Sheridan County, Nebraska(6,10)"	31161	* 	*	 *	*	*	*	*	*
"Sheridan County, North Dakota(6,10)"	38083	* 	*	 *	*	*	*	*	*
"Sherman County, Nebraska(6,10)"	31163	* 	*	 *	*	*	*	*	*
"Sherman County, Oregon(6,10)"	41055	* 	*	 *	*	*	*	*	*
"Sherman County, Texas(6,10)"	48421	* 	*	 *	*	*	*	*	*
"Shoshone County, Idaho(6,10)"	16079	* 	*	 *	*	*	*	*	*
"Sierra County, California(7)"	6091	* 	*	 *	*	*	*	*	*
"Sioux County, Nebraska(6,10)"	31165	* 	*	 *	*	*	*	*	*
"Sioux County, North Dakota(6,10)"	38085	* 	*	 *	*	*	*	*	*
"Sitka Borough, Alaska(6,10)"	2220	* 	*	 *	*	*	*	*	*
"Skagway Hoonah Angoon Census Area, Alaska(6,10)"	2232	* 	*	 *	*	*	*	*	*
"Skamania County, Washington(6,10)"	53059	* 	*	 *	*	*	*	*	*
"Slope County, North Dakota(6,10)"	38087	* 	*	 *	*	*	*	*	*
"Socorro County, New Mexico(7)"	35053	* 	*	 *	*	*	*	*	*
"Somervell County, Texas(6,10)"	48425	* 	*	 *	*	*	*	*	*
"Southeast Fairbanks Census Area, Alaska(6,10)"	2240	* 	*	 *	*	*	*	*	*
"Spink County, South Dakota(6,10)"	46115	* 	*	 *	*	*	*	*	*
"St. Bernard Parish, Louisiana(7)"	22087	* 	*	 *	*	*	*	*	*
"St. Clair County, Missouri(6,10)"	29185	* 	*	 *	*	*	*	*	*
"St. Francis County, Arkansas(6,10)"	5123	* 	*	 *	*	*	*	*	*
"St. Helena Parish, Louisiana(7)"	22091	* 	*	 *	*	*	*	*	*
"St. James Parish, Louisiana(7)"	22093	* 	*	 *	*	*	*	*	*
"Stanley County, South Dakota(6,10)"	46117	* 	*	 *	*	*	*	*	*
"Stanton County, Nebraska(6,10)"	31167	* 	*	 *	*	*	*	*	*
"Stark County, Illinois(6,10)"	17175	* 	*	 *	*	*	*	*	*
"Steele County, North Dakota(6,10)"	38091	* 	*	 *	*	*	*	*	*
"Stephens County, Texas(6,10)"	48429	* 	*	 *	*	*	*	*	*
"Sterling County, Texas(6,10)"	48431	* 	*	 *	*	*	*	*	*
"Stewart County, Georgia(7)"	13259	* 	*	 *	*	*	*	*	*
"Stewart County, Tennessee(6,10)"	47161	* 	*	 *	*	*	*	*	*
"Stone County, Arkansas(6,10)"	5137	* 	*	 *	*	*	*	*	*
"Stonewall County, Texas(6,10)"	48433	* 	*	 *	*	*	*	*	*
"Sullivan County, Missouri(6,10)"	29211	* 	*	 *	*	*	*	*	*
"Sullivan County, Pennsylvania(6,10)"	42113	* 	*	 *	*	*	*	*	*
"Sully County, South Dakota(6,10)"	46119	* 	*	 *	*	*	*	*	*
"Summers County, West Virginia(6,10)"	54089	* 	*	 *	*	*	*	*	*
"Sumter County, Alabama(6,10)"	1119	* 	*	 *	*	*	*	*	*
"Sunflower County, Mississippi(6,10)"	28133	* 	*	 *	*	*	*	*	*
"Surry County, Virginia(6,10)"	51181	* 	*	 *	*	*	*	*	*
"Sussex County, Virginia(6,10)"	51183	* 	*	 *	*	*	*	*	*
"Sutton County, Texas(6,10)"	48435	* 	*	 *	*	*	*	*	*
"Sweet Grass County, Montana(6,10)"	30097	* 	*	 *	*	*	*	*	*
"Swisher County, Texas(6,10)"	48437	* 	*	 *	*	*	*	*	*
"Talbot County, Georgia(7)"	13263	* 	*	 *	*	*	*	*	*
"Taliaferro County, Georgia(7)"	13265	* 	*	 *	*	*	*	*	*
"Tallahatchie County, Mississippi(6,10)"	28135	* 	*	 *	*	*	*	*	*
"Taylor County, Florida(6,10)"	12123	* 	*	 *	*	*	*	*	*
"Taylor County, Georgia(7)"	13269	* 	*	 *	*	*	*	*	*
"Telfair County, Georgia(7)"	13271	* 	*	 *	*	*	*	*	*
"Tensas Parish, Louisiana(7)"	22107	* 	*	 *	*	*	*	*	*
"Terrell County, Georgia(7)"	13273	* 	*	 *	*	*	*	*	*
"Terrell County, Texas(6,10)"	48443	* 	*	 *	*	*	*	*	*
"Terry County, Texas(6,10)"	48445	* 	*	 *	*	*	*	*	*
"Teton County, Idaho(6,10)"	16081	* 	*	 *	*	*	*	*	*
"Teton County, Montana(6,10)"	30099	* 	*	 *	*	*	*	*	*
"Texas County, Oklahoma(6,10)"	40139	* 	*	 *	*	*	*	*	*
"Thayer County, Nebraska(6,10)"	31169	* 	*	 *	*	*	*	*	*
"Thomas County, Nebraska(6,10)"	31171	* 	*	 *	*	*	*	*	*
"Throckmorton County, Texas(6,10)"	48447	* 	*	 *	*	*	*	*	*
"Thurston County, Nebraska(6,10)"	31173	* 	*	 *	*	*	*	*	*
"Tillman County, Oklahoma(6,10)"	40141	* 	*	 *	*	*	*	*	*
"Tishomingo County, Mississippi(6,10)"	28141	* 	*	 *	*	*	*	*	*
"Titus County, Texas(6,10)"	48449	* 	*	 *	*	*	*	*	*
"Todd County, Kentucky(7)"	21219	* 	*	 *	*	*	*	*	*
"Todd County, South Dakota(6,10)"	46121	* 	*	 *	*	*	*	*	*
"Toole County, Montana(6,10)"	30101	* 	*	 *	*	*	*	*	*
"Torrance County, New Mexico(7)"	35057	* 	*	 *	*	*	*	*	*
"Towner County, North Dakota(6,10)"	38095	* 	*	 *	*	*	*	*	*
"Traill County, North Dakota(6,10)"	38097	* 	*	 *	*	*	*	*	*
"Treasure County, Montana(6,10)"	30103	* 	*	 *	*	*	*	*	*
"Treutlen County, Georgia(7)"	13283	* 	*	 *	*	*	*	*	*
"Tripp County, South Dakota(6,10)"	46123	* 	*	 *	*	*	*	*	*
"Trousdale County, Tennessee(6,10)"	47169	* 	*	 *	*	*	*	*	*
"Tucker County, West Virginia(6,10)"	54093	* 	*	 *	*	*	*	*	*
"Tunica County, Mississippi(6,10)"	28143	* 	*	 *	*	*	*	*	*
"Turner County, Georgia(7)"	13287	* 	*	 *	*	*	*	*	*
"Turner County, South Dakota(6,10)"	46125	* 	*	 *	*	*	*	*	*
"Twiggs County, Georgia(7)"	13289	* 	*	 *	*	*	*	*	*
"Tyler County, West Virginia(6,10)"	54095	* 	*	 *	*	*	*	*	*
"Tyrrell County, North Carolina(6,10)"	37177	* 	*	 *	*	*	*	*	*
"Union County, Indiana(6,10)"	18161	* 	*	 *	*	*	*	*	*
"Union County, Iowa(7)"	19175	* 	*	 *	*	*	*	*	*
"Union County, Kentucky(7)"	21225	* 	*	 *	*	*	*	*	*
"Union County, New Mexico(7)"	35059	* 	*	 *	*	*	*	*	*
"Upton County, Texas(6,10)"	48461	* 	*	 *	*	*	*	*	*
"Uvalde County, Texas(6,10)"	48463	* 	*	 *	*	*	*	*	*
"Valdez-Cordova Census Area, Alaska(6,10)"	2261	* 	*	 *	*	*	*	*	*
"Valley County, Montana(6,10)"	30105	* 	*	 *	*	*	*	*	*
"Valley County, Nebraska(6,10)"	31175	* 	*	 *	*	*	*	*	*
"Van Buren County, Tennessee(6,10)"	47175	* 	*	 *	*	*	*	*	*
"Vernon County, Missouri(6,10)"	29217	* 	*	 *	*	*	*	*	*
"Vinton County, Ohio(6,10)"	39163	* 	*	 *	*	*	*	*	*
"Wabash County, Illinois(6,10)"	17185	* 	*	 *	*	*	*	*	*
"Wade Hampton Census Area, Alaska(6,10)"	2270	* 	*	 *	*	*	*	*	*
"Wahkiakum County, Washington(6,10)"	53069	* 	*	 *	*	*	*	*	*
"Wallowa County, Oregon(6,10)"	41063	* 	*	 *	*	*	*	*	*
"Walsh County, North Dakota(6,10)"	38099	* 	*	 *	*	*	*	*	*
"Walthall County, Mississippi(6,10)"	28147	* 	*	 *	*	*	*	*	*
"Walworth County, South Dakota(6,10)"	46129	* 	*	 *	*	*	*	*	*
"Ward County, Texas(6,10)"	48475	* 	*	 *	*	*	*	*	*
"Warren County, Georgia(7)"	13301	* 	*	 *	*	*	*	*	*
"Warren County, Indiana(6,10)"	18171	* 	*	 *	*	*	*	*	*
"Washakie County, Wyoming(6,10)"	56043	* 	*	 *	*	*	*	*	*
"Washburn County, Wisconsin(6,10)"	55129	* 	*	 *	*	*	*	*	*
"Washington County, Colorado(6,10)"	8121	* 	*	 *	*	*	*	*	*
"Washington County, Georgia(7)"	13303	* 	*	 *	*	*	*	*	*
"Washington County, Missouri(6,10)"	29221	* 	*	 *	*	*	*	*	*
"Washington County, North Carolina(6,10)"	37187	* 	*	 *	*	*	*	*	*
"Wayne County, Iowa(7)"	19185	* 	*	 *	*	*	*	*	*
"Wayne County, Mississippi(6,10)"	28153	* 	*	 *	*	*	*	*	*
"Wayne County, Missouri(6,10)"	29223	* 	*	 *	*	*	*	*	*
"Wayne County, Utah(7)"	49055	* 	*	 *	*	*	*	*	*
"Webster County, Georgia(7)"	13307	* 	*	 *	*	*	*	*	*
"Webster County, Kentucky(7)"	21233	* 	*	 *	*	*	*	*	*
"Webster County, Nebraska(6,10)"	31181	* 	*	 *	*	*	*	*	*
"Wells County, North Dakota(6,10)"	38103	* 	*	 *	*	*	*	*	*
"West Carroll Parish, Louisiana(7)"	22123	* 	*	 *	*	*	*	*	*
"West Feliciana Parish, Louisiana(7)"	22125	* 	*	 *	*	*	*	*	*
"Weston County, Wyoming(6,10)"	56045	* 	*	 *	*	*	*	*	*
"Wheatland County, Montana(6,10)"	30107	* 	*	 *	*	*	*	*	*
"Wheeler County, Georgia(7)"	13309	* 	*	 *	*	*	*	*	*
"Wheeler County, Nebraska(6,10)"	31183	* 	*	 *	*	*	*	*	*
"Wheeler County, Oregon(6,10)"	41069	* 	*	 *	*	*	*	*	*
"Wheeler County, Texas(6,10)"	48483	* 	*	 *	*	*	*	*	*
"White County, Indiana(6,10)"	18181	* 	*	 *	*	*	*	*	*
"Wibaux County, Montana(6,10)"	30109	* 	*	 *	*	*	*	*	*
"Wilbarger County, Texas(6,10)"	48487	* 	*	 *	*	*	*	*	*
"Wilcox County, Alabama(6,10)"	1131	* 	*	 *	*	*	*	*	*
"Wilcox County, Georgia(7)"	13315	* 	*	 *	*	*	*	*	*
"Wilkes County, Georgia(7)"	13317	* 	*	 *	*	*	*	*	*
"Wilkinson County, Georgia(7)"	13319	* 	*	 *	*	*	*	*	*
"Wilkinson County, Mississippi(6,10)"	28157	* 	*	 *	*	*	*	*	*
"Willacy County, Texas(6,10)"	48489	* 	*	 *	*	*	*	*	*
"Winkler County, Texas(6,10)"	48495	* 	*	 *	*	*	*	*	*
"Winnebago County, Iowa(7)"	19189	* 	*	 *	*	*	*	*	*
"Wirt County, West Virginia(6,10)"	54105	* 	*	 *	*	*	*	*	*
"Wolfe County, Kentucky(7)"	21237	* 	*	 *	*	*	*	*	*
"Woodruff County, Arkansas(6,10)"	5147	* 	*	 *	*	*	*	*	*
"Woods County, Oklahoma(6,10)"	40151	* 	*	 *	*	*	*	*	*
"Worth County, Iowa(7)"	19195	* 	*	 *	*	*	*	*	*
"Worth County, Missouri(6,10)"	29227	* 	*	 *	*	*	*	*	*
"Wrangell-Petersburg Census Area, Alaska(6,10)"	2280	* 	*	 *	*	*	*	*	*
"Yakutat City and Borough, Alaska(6,10)"	2282	* 	*	 *	*	*	*	*	*
"Yalobusha County, Mississippi(6,10)"	28161	* 	*	 *	*	*	*	*	*
"Yoakum County, Texas(6,10)"	48501	* 	*	 *	*	*	*	*	*
"Yukon-Koyukuk Census Area, Alaska(6,10)"	2290	* 	*	 *	*	*	*	*	*
"Yuma County, Colorado(6,10)"	8125	* 	*	 *	*	*	*	*	*
"Zapata County, Texas(6,10)"	48505	* 	*	 *	*	*	*	*	*
"Zavala County, Texas(6,10)"	48507	* 	*	 *	*	*	*	*	*
"Ziebach County, South Dakota(6,10)"	46137	* 	*	 *	*	*	*	*	*
"Aitkin County, Minnesota(6)"	27001	* 	* 	* 	* 	* 	* 	* 	* 
"Allen County, Kansas(6)"	20001	* 	* 	* 	* 	* 	* 	* 	* 
"Anderson County, Kansas(6)"	20003	* 	* 	* 	* 	* 	* 	* 	* 
"Anoka County, Minnesota(6)"	27003	* 	* 	* 	* 	* 	* 	* 	* 
"Atchison County, Kansas(6)"	20005	* 	* 	* 	* 	* 	* 	* 	* 
"Barber County, Kansas(6)"	20007	* 	* 	* 	* 	* 	* 	* 	* 
"Barton County, Kansas(6)"	20009	* 	* 	* 	* 	* 	* 	* 	* 
"Becker County, Minnesota(6)"	27005	* 	* 	* 	* 	* 	* 	* 	* 
"Beltrami County, Minnesota(6)"	27007	* 	* 	* 	* 	* 	* 	* 	* 
"Benton County, Minnesota(6)"	27009	* 	* 	* 	* 	* 	* 	* 	* 
"Big Stone County, Minnesota(6)"	27011	* 	* 	* 	* 	* 	* 	* 	* 
"Blue Earth County, Minnesota(6)"	27013	* 	* 	* 	* 	* 	* 	* 	* 
"Bourbon County, Kansas(6)"	20011	* 	* 	* 	* 	* 	* 	* 	* 
"Brown County, Kansas(6)"	20013	* 	* 	* 	* 	* 	* 	* 	* 
"Brown County, Minnesota(6)"	27015	* 	* 	* 	* 	* 	* 	* 	* 
"Butler County, Kansas(6)"	20015	* 	* 	* 	* 	* 	* 	* 	* 
"Carlton County, Minnesota(6)"	27017	* 	* 	* 	* 	* 	* 	* 	* 
"Carver County, Minnesota(6)"	27019	* 	* 	* 	* 	* 	* 	* 	* 
"Cass County, Minnesota(6)"	27021	* 	* 	* 	* 	* 	* 	* 	* 
"Chase County, Kansas(6)"	20017	* 	* 	* 	* 	* 	* 	* 	* 
"Chautauqua County, Kansas(6)"	20019	* 	* 	* 	* 	* 	* 	* 	* 
"Cherokee County, Kansas(6)"	20021	* 	* 	* 	* 	* 	* 	* 	* 
"Cheyenne County, Kansas(6)"	20023	* 	* 	* 	* 	* 	* 	* 	* 
"Chippewa County, Minnesota(6)"	27023	* 	* 	* 	* 	* 	* 	* 	* 
"Chisago County, Minnesota(6)"	27025	* 	* 	* 	* 	* 	* 	* 	* 
"Clark County, Kansas(6)"	20025	* 	* 	* 	* 	* 	* 	* 	* 
"Clay County, Kansas(6)"	20027	* 	* 	* 	* 	* 	* 	* 	* 
"Clay County, Minnesota(6)"	27027	* 	* 	* 	* 	* 	* 	* 	* 
"Clearwater County, Minnesota(6)"	27029	* 	* 	* 	* 	* 	* 	* 	* 
"Cloud County, Kansas(6)"	20029	* 	* 	* 	* 	* 	* 	* 	* 
"Coffey County, Kansas(6)"	20031	* 	* 	* 	* 	* 	* 	* 	* 
"Comanche County, Kansas(6)"	20033	* 	* 	* 	* 	* 	* 	* 	* 
"Cook County, Minnesota(6)"	27031	* 	* 	* 	* 	* 	* 	* 	* 
"Cottonwood County, Minnesota(6)"	27033	* 	* 	* 	* 	* 	* 	* 	* 
"Cowley County, Kansas(6)"	20035	* 	* 	* 	* 	* 	* 	* 	* 
"Crawford County, Kansas(6)"	20037	* 	* 	* 	* 	* 	* 	* 	* 
"Crow Wing County, Minnesota(6)"	27035	* 	* 	* 	* 	* 	* 	* 	* 
"Dakota County, Minnesota(6)"	27037	* 	* 	* 	* 	* 	* 	* 	* 
"Decatur County, Kansas(6)"	20039	* 	* 	* 	* 	* 	* 	* 	* 
"Dickinson County, Kansas(6)"	20041	* 	* 	* 	* 	* 	* 	* 	* 
"Dodge County, Minnesota(6)"	27039	* 	* 	* 	* 	* 	* 	* 	* 
"Doniphan County, Kansas(6)"	20043	* 	* 	* 	* 	* 	* 	* 	* 
"Douglas County, Kansas(6)"	20045	* 	* 	* 	* 	* 	* 	* 	* 
"Douglas County, Minnesota(6)"	27041	* 	* 	* 	* 	* 	* 	* 	* 
"Edwards County, Kansas(6)"	20047	* 	* 	* 	* 	* 	* 	* 	* 
"Elk County, Kansas(6)"	20049	* 	* 	* 	* 	* 	* 	* 	* 
"Ellis County, Kansas(6)"	20051	* 	* 	* 	* 	* 	* 	* 	* 
"Ellsworth County, Kansas(6)"	20053	* 	* 	* 	* 	* 	* 	* 	* 
"Faribault County, Minnesota(6)"	27043	* 	* 	* 	* 	* 	* 	* 	* 
"Fillmore County, Minnesota(6)"	27045	* 	* 	* 	* 	* 	* 	* 	* 
"Finney County, Kansas(6)"	20055	* 	* 	* 	* 	* 	* 	* 	* 
"Ford County, Kansas(6)"	20057	* 	* 	* 	* 	* 	* 	* 	* 
"Franklin County, Kansas(6)"	20059	* 	* 	* 	* 	* 	* 	* 	* 
"Freeborn County, Minnesota(6)"	27047	* 	* 	* 	* 	* 	* 	* 	* 
"Geary County, Kansas(6)"	20061	* 	* 	* 	* 	* 	* 	* 	* 
"Goodhue County, Minnesota(6)"	27049	* 	* 	* 	* 	* 	* 	* 	* 
"Gove County, Kansas(6)"	20063	* 	* 	* 	* 	* 	* 	* 	* 
"Graham County, Kansas(6)"	20065	* 	* 	* 	* 	* 	* 	* 	* 
"Grant County, Kansas(6)"	20067	* 	* 	* 	* 	* 	* 	* 	* 
"Grant County, Minnesota(6)"	27051	* 	* 	* 	* 	* 	* 	* 	* 
"Gray County, Kansas(6)"	20069	* 	* 	* 	* 	* 	* 	* 	* 
"Greeley County, Kansas(6)"	20071	* 	* 	* 	* 	* 	* 	* 	* 
"Greenwood County, Kansas(6)"	20073	* 	* 	* 	* 	* 	* 	* 	* 
"Hamilton County, Kansas(6)"	20075	* 	* 	* 	* 	* 	* 	* 	* 
"Harper County, Kansas(6)"	20077	* 	* 	* 	* 	* 	* 	* 	* 
"Harvey County, Kansas(6)"	20079	* 	* 	* 	* 	* 	* 	* 	* 
"Haskell County, Kansas(6)"	20081	* 	* 	* 	* 	* 	* 	* 	* 
"Hennepin County, Minnesota(6)"	27053	* 	* 	* 	* 	* 	* 	* 	* 
"Hodgeman County, Kansas(6)"	20083	* 	* 	* 	* 	* 	* 	* 	* 
"Houston County, Minnesota(6)"	27055	* 	* 	* 	* 	* 	* 	* 	* 
"Hubbard County, Minnesota(6)"	27057	* 	* 	* 	* 	* 	* 	* 	* 
"Isanti County, Minnesota(6)"	27059	* 	* 	* 	* 	* 	* 	* 	* 
"Itasca County, Minnesota(6)"	27061	* 	* 	* 	* 	* 	* 	* 	* 
"Jackson County, Kansas(6)"	20085	* 	* 	* 	* 	* 	* 	* 	* 
"Jackson County, Minnesota(6)"	27063	* 	* 	* 	* 	* 	* 	* 	* 
"Jefferson County, Kansas(6)"	20087	* 	* 	* 	* 	* 	* 	* 	* 
"Jewell County, Kansas(6)"	20089	* 	* 	* 	* 	* 	* 	* 	* 
"Johnson County, Kansas(6)"	20091	* 	* 	* 	* 	* 	* 	* 	* 
"Kanabec County, Minnesota(6)"	27065	* 	* 	* 	* 	* 	* 	* 	* 
"Kandiyohi County, Minnesota(6)"	27067	* 	* 	* 	* 	* 	* 	* 	* 
"Kearny County, Kansas(6)"	20093	* 	* 	* 	* 	* 	* 	* 	* 
"Kingman County, Kansas(6)"	20095	* 	* 	* 	* 	* 	* 	* 	* 
"Kiowa County, Kansas(6)"	20097	* 	* 	* 	* 	* 	* 	* 	* 
"Kittson County, Minnesota(6)"	27069	* 	* 	* 	* 	* 	* 	* 	* 
"Koochiching County, Minnesota(6)"	27071	* 	* 	* 	* 	* 	* 	* 	* 
"Labette County, Kansas(6)"	20099	* 	* 	* 	* 	* 	* 	* 	* 
"Lac qui Parle County, Minnesota(6)"	27073	* 	* 	* 	* 	* 	* 	* 	* 
"Lake County, Minnesota(6)"	27075	* 	* 	* 	* 	* 	* 	* 	* 
"Lake of the Woods County, Minnesota(6)"	27077	* 	* 	* 	* 	* 	* 	* 	* 
"Lane County, Kansas(6)"	20101	* 	* 	* 	* 	* 	* 	* 	* 
"Le Sueur County, Minnesota(6)"	27079	* 	* 	* 	* 	* 	* 	* 	* 
"Leavenworth County, Kansas(6)"	20103	* 	* 	* 	* 	* 	* 	* 	* 
"Lincoln County, Kansas(6)"	20105	* 	* 	* 	* 	* 	* 	* 	* 
"Lincoln County, Minnesota(6)"	27081	* 	* 	* 	* 	* 	* 	* 	* 
"Linn County, Kansas(6)"	20107	* 	* 	* 	* 	* 	* 	* 	* 
"Logan County, Kansas(6)"	20109	* 	* 	* 	* 	* 	* 	* 	* 
"Lyon County, Kansas(6)"	20111	* 	* 	* 	* 	* 	* 	* 	* 
"Lyon County, Minnesota(6)"	27083	* 	* 	* 	* 	* 	* 	* 	* 
"Mahnomen County, Minnesota(6)"	27087	* 	* 	* 	* 	* 	* 	* 	* 
"Marion County, Kansas(6)"	20115	* 	* 	* 	* 	* 	* 	* 	* 
"Marshall County, Kansas(6)"	20117	* 	* 	* 	* 	* 	* 	* 	* 
"Marshall County, Minnesota(6)"	27089	* 	* 	* 	* 	* 	* 	* 	* 
"Martin County, Minnesota(6)"	27091	* 	* 	* 	* 	* 	* 	* 	* 
"McLeod County, Minnesota(6)"	27085	* 	* 	* 	* 	* 	* 	* 	* 
