FIPS	Age-Adjusted Incidence Rate	Value (Dollars)	Avg Daily Sunlight (KJ/m²)	neighbor_ave_incedence	neighbor_min_incedence	neighbor_max_incedence	UV_ Wh/m²	neighbor_ave_uv	neighbor_min_uv	neighbor_max_uv
36089	23.3	54481	13335.28	21.3	19.3	23.7	3704.74	3698.192	3688.45	3706.65
36091	24.8	87551	14131.68	21.2125	17.1	24.8	3759.95	3755.685	3727.41	3778.01
36093	17.1	76417	14250.77	22.04	17.1	28.3	3763.58	3755.154	3733.06	3770.74
36095	28.3	64673	14145.09	20.9285714285714	17.1	28.3	3733.06	3741.66142857143	3705.63	3770.74
36097	29.5	61155	13596.36	27.65	22.9	40.5	3679.09	3684.19833333333	3679.09	3695
36099	26.1	63975	13662.8	29.0428571428571	22.6	40.5	3695	3687.30428571429	3679.09	3696.95
36101	23.4	57508	13740.66	27.7333333333333	19.2	40.5	3681	3688.31222222222	3679.09	3708.34
36103	25.3	102582	16303.96	24.4857142857143	18.1	34	3884.45	3864.04285714286	3830.85	3919.86
36105	18.2	62222	14409.6	18.3333333333333	17.1	19.7	3763.62	3769.75	3713.13	3835.84
36107	24.8	68659	13710.81	22.8285714285714	10.3	26.3	3684.13	3688.68285714286	3673.59	3705.07
36109	23.5	74524	13598.89	23.8714285714286	10.3	30	3679.71	3684.15285714286	3673.59	3695
36111	19.7	74546	14536.64	19.2142857142857	18.2	20.2	3782.3	3780.32714285714	3713.13	3835.84
36113	24.7	68409	13959.57	24.325	23.2	24.8	3728.06	3739.7325	3701.63	3769.29
36115	23.2	61344	13763.65	24.3	21.7	30.4	3769.29	3748.5075	3701.63	3778.01
36117	22.6	61933	14608.21	27.04	22.6	31.1	3696.95	3691.924	3684.96	3696.95
36119	20.4	108108	15136.59	18.0142857142857	4.6	23.7	3874.98	3883.35285714286	3838.41	3920.47
36121	23.7	64100	13769.64	23.5	18.6	26.9	3673.4	3685.91166666667	3673.4	3697.33
36123	40.5	61588	13702.68	30.12	23.4	40.5	3684.13	3684.836	3679.09	3695
37001	34.8	53234	16357	28.7571428571429	19.6	34.8	4402.54	4397.95	4369.31	4421.63
37003	23.9	49582	16360.97	26.14	23.9	29.6	4321.27	4320.27	4273.18	4361.18
37005	28	42962	15909.32	25.92	15.1	30.6	4192.77	4214.122	4155.52	4286.78
37007	11.7	40190	16759.5	19.95	11.7	26.7	4471.82	4463.16666666667	4439.34	4494.6
37009	29.9	45510	15724.05	24.65	15.1	33.5	4162.36	4184.04	4143.13	4273.18
37011	31.6	46707	15869.7	26.3375	15.4	33.5	4178.89	4215.895	4143.13	4306.55
37013	21.5	51361	16565.49	19.68	14.3	26.4	4336.01	4350.928	4319.47	4380.28
37017	15.7	41501	16692.34	14.6666666666667	8.7	19.1	4485.4	4478.615	4450.87	4511.08
37019	22.2	57126	17802.63	20.38	13.4	25.3	4512.42	4504.242	4469.63	4539.52
37021	23	58388	16347.56	25.9142857142857	20.1	34.3	4252.93	4261.44285714286	4192.26	4362.4
37023	28.3	50332	16397.72	26.4375	20.1	31.6	4306.55	4320.425	4178.89	4393.32
37025	24.1	66188	16602	24.1	21	26.7	4424.38	4418.95833333333	4361.18	4460.88
37027	29.6	47815	16285.49	28.4285714285714	23.9	33.5	4284.55	4271.84142857143	4177.28	4361.17
37031	32.5	60560	18141.8	25.575	20.4	32.5	4385.14	4389.3825	4361.9	4430.21
37033	19.6	48125	16196.64	20.575	7.1	34.8	4391.78	4386.41125	4366.56	4402.54
37035	26.1	54802	16607.51	26.45	23.9	29.6	4361.17	4336.93833333333	4284.55	4386.91
37037	32.4	68564	16442.1	28.1444444444444	18	40.1	4421.63	4418.78	4402.07	4446.64
37039	26.8	43727	16020.15	25.3625	16	34.8	4292.82	4293.65125	4248.12	4340.06
37041	15.5	46401	16539.51	17.8333333333333	11.1	26.9	4265.03	4261.94333333333	4253.34	4267.46
37043	25	45435	16091.45	33.1666666666667	22.9	60.9	4302.81	4318.565	4288.07	4356.65
37045	23.9	49111	16734.78	21.9	10.7	28.3	4393.32	4392.73285714286	4306.55	4451.75
37047	13.4	44783	16903	16.5285714285714	8.7	25.3	4511.08	4503.86142857143	4469.63	4539.52
37049	26.4	56550	16672.4	22.7666666666667	15.8	32.5	4380.28	4370.13666666667	4336.01	4400.51
37051	16.1	51870	16504.77	18.4	8.7	40.1	4460.71	4463.33571428571	4438.07	4494
37053	26.7	72680	17418.58	26.45	20.9	32	4222.73	4225.445	4198.73	4269.6
37055	26.2	63586	17977.3	26.45	26.2	26.7	4269.6	4246.165	4222.73	4269.6
37057	30.2	53906	16501.2	26.2875	18.7	30.2	4392.62	4399.24	4357.81	4441.78
37059	28.6	60137	16451.14	26.3833333333333	23	30.2	4366.68	4367.35	4328.44	4397.37
37061	11.6	42449	16427.11	17.6166666666667	11.6	23	4437.8	4432.94666666667	4400.51	4469.63
37063	18	67880	16277.56	25.6166666666667	18	32.6	4403.68	4401.67333333333	4385.18	4421.63
37065	12	41198	16167.15	14.8	8.5	19.3	4345.2	4348.16	4319.47	4379.89
37067	27.1	60148	16326.43	27.725	24.3	30.6	4357.81	4352.195	4286.78	4392.62
37069	18.9	52848	16149.3	17.725	8.5	27	4374.62	4372.625	4322.63	4412.97
37071	22.2	52227	16717.64	23.04	21	25.7	4414.4	4415.396	4386.91	4451.75
37075	29	46140	15848.29	25.4	18.1	31.3	4248.12	4258.775	4227.01	4292.82
37077	18.1	56988	16187.35	18.275	9.1	27	4385.18	4382.91375	4351.79	4405.56
37079	18.6	48294	16243.31	18.14	15.8	20	4382.82	4385.772	4356.98	4408.66
37081	27.8	58378	16334.9	28.7571428571429	25.9	34.8	4385.58	4378.70571428571	4330.34	4412.74
37083	8.5	41449	16125.07	14.8833333333333	8.5	18.9	4322.63	4345.49333333333	4319.47	4374.62
37085	20.1	54864	16393.37	23.925	15	40.1	4438.07	4434.0675	4405.56	4460.71
37087	34.3	53449	16117.1	26.5444444444444	20.4	34.3	4218.35	4245.99444444444	4205.07	4309.48
37089	26.6	58428	16592.13	26.0857142857143	17.9	35.3	4309.48	4320.32142857143	4218.35	4424.13
37091	11.1	41278	16106.38	16.3333333333333	11.1	22.4	4267.46	4259.15333333333	4244.97	4267.46
37093	13.1	50890	16578.94	19.6833333333333	8.7	40.1	4467.66	4470.40833333333	4446.64	4494
37097	25.1	63109	16502.31	24.78	21	28.6	4361.18	4365.118	4273.18	4430.6
37099	25.5	50768	16192.52	26.6428571428571	22.9	34.3	4266.23	4297.93428571429	4218.35	4422.76
37101	20.6	59775	16315.88	19.6	15	27	4412.97	4404.42875	4364.79	4450.87
37105	20.1	55015	16403.9	28.175	20.1	40.1	4436.09	4435.6075	4421.63	4446.64
37107	20	43844	16332.6	18.2333333333333	11.6	26.4	4400.51	4394.50833333333	4356.98	4437.8
37109	25.7	60810	16643.43	24.6142857142857	21	28.3	4386.91	4379.16142857143	4306.55	4430.6
37111	26.2	44487	16457.61	26.1285714285714	20.1	31.6	4289.61	4253.02857142857	4178.89	4362.4
37113	22.9	47746	16279.46	25.95	22.9	29	4288.07	4300.55875	4227.01	4422.76
37115	20.4	50598	15797.69	28.0142857142857	20.4	34.3	4205.07	4204.72	4170.05	4252.93
37117	14.3	46342	16245.69	14.42	8.5	21.5	4319.47	4336.058	4319.47	4356.98
37119	21	70774	16686.35	23.5375	21	25.7	4430.6	4426.5025	4361.18	4481.92
37121	22.9	49502	15811.75	28.0166666666667	22.9	33.4	4188.56	4196.32666666667	4158.59	4289.61
37123	18.7	47226	16606.53	25.2875	11.7	40.1	4441.78	4434.11125	4392.62	4471.82
37125	40.1	63254	16482.7	22.89	13.1	40.1	4446.64	4447.876	4412.74	4482.86
37127	18.9	53329	16147.04	17.7375	8.5	27	4364.79	4368.98875	4322.63	4412.97
37129	21.9	66764	17871.64	21.0666666666667	19.1	22.2	4488.56	4490.20333333333	4469.63	4512.42
37133	23	51012	17127.85	21.55	11.6	32.5	4430.21	4430.695	4385.14	4469.63
37135	32.6	86910	16335.47	27.1666666666667	18	34.8	4402.07	4402.27	4391.78	4421.63
37137	20.4	54986	16935.53	25.2	20.4	32.5	4361.9	4365.8325	4336.01	4385.14
37139	19.7	52861	16434.06	23.3	19.7	26.9	4239.05	4246.195	4239.05	4253.34
37141	19.1	56277	16909.51	17.7375	11.6	23	4469.63	4473.24625	4430.21	4512.42
37143	26.9	49000	16347.29	20.7	15.5	26.9	4253.34	4252.47333333333	4239.05	4265.03
37145	25.6	51122	16211.12	20.5	9.1	32.6	4391.92	4392.69833333333	4381.56	4403.68
37147	15.8	56239	16300.61	18.4875	12	26.4	4356.98	4362.645	4319.47	4400.51
37149	17.9	53479	16725.86	24.38	17.9	35.3	4368.49	4380.598	4309.48	4438.49
37151	28.2	51380	16475.47	30.3142857142857	18.7	40.1	4412.74	4414.79	4385.58	4446.64
37153	23.7	38506	16669.13	20.575	11.7	40.1	4470.58	4464.41	4439.34	4494.6
37155	8.7	36903	16755.6	15	8.7	25.3	4494	4494.52625	4460.71	4539.52
37157	25.9	47610	16213.63	23.1375	9.9	34.8	4369.31	4367.39875	4330.34	4402.54
37159	23	51296	16574.38	25.2	18.7	30.2	4397.37	4403.33571428571	4361.18	4441.78
37161	20.1	42886	16639.44	22.0777777777778	10.7	28.3	4362.4	4350.56333333333	4252.93	4438.49
37163	15	43946	16469.02	16.9	11.6	20.6	4450.87	4445.51375	4408.66	4485.4
37165	16.4	36870	16679.5	20.4	8.7	40.1	4482.86	4472.348	4446.64	4494
37167	26.7	51864	16702.98	22.85	11.7	30.2	4439.34	4437.34625	4392.62	4471.82
37169	27.3	50355	16261.51	23.8857142857143	12.7	30.6	4330.34	4334.69857142857	4277.8	4385.58
37171	30.6	46068	16230.9	23.4555555555556	15.1	30.6	4286.78	4267.33333333333	4155.52	4357.81
37173	24.3	46841	15982.07	28.0714285714286	22.9	34.3	4227.01	4243.15428571429	4217.07	4288.07
37175	25.4	52298	16558.63	29.8714285714286	25.4	36.5	4306.47	4337.30857142857	4218.35	4424.13
37179	24.7	74578	16796.6	20.7857142857143	11.7	26.7	4460.88	4457.64857142857	4424.38	4494.6
37181	13.1	42931	16170.95	16.64	13.1	18.9	4369	4365.368	4346.25	4385.18
37183	27	84442	16282.7	21.75	18	32.4	4405.56	4400.8125	4364.79	4438.07
37185	16.7	46250	16166.94	15.4166666666667	8.5	18.9	4346.25	4354.84666666667	4322.63	4374.62
37189	33.5	60515	15815.85	27.6666666666667	15.4	33.5	4177.28	4203.23166666667	4143.13	4284.55
37191	17	50552	16278.64	17.4428571428571	11.6	20.6	4408.66	4410.50285714286	4379.89	4450.87
37193	26	43360	16244.52	27.8777777777778	23.9	33.5	4273.18	4265.31222222222	4162.36	4361.18
37195	19.3	48138	16229.98	17.4571428571429	12	20.6	4379.89	4378.75857142857	4345.2	4412.97
37197	24.3	46704	16361.57	26.95	24.3	30.6	4328.44	4329.01166666667	4273.18	4366.68
37199	30.8	45347	15934.05	26.1166666666667	20.4	33.4	4192.26	4216.41333333333	4170.05	4289.61
38003	29.3	71818	14513.28	29.9666666666667	28.2	32.4	3870.97	3873.80666666667	3844.8	3905.65
38015	18.7	85066	14737.89	19.4	18.7	20.1	3979.8	4003.735	3979.8	4027.67
38017	32.4	75531	14446.77	26.3	17.2	32.4	3844.8	3866.16	3844.8	3882.71
38035	19.5	70132	14283.18	19.5	19.5	19.5	3769.99	3769.99	3769.99	3769.99
38059	20.1	78837	14755.71	18.4666666666667	16.6	20.1	4027.67	4012.55333333333	3979.8	4030.19
38077	17.2	73574	14380.2	24.8	17.2	32.4	3882.71	3863.755	3844.8	3882.71
38089	16.6	86799	14746.88	18.35	16.6	20.1	4030.19	4028.93	4027.67	4030.19
38093	28.2	72576	14549.18	28.75	28.2	29.3	3905.65	3888.31	3870.97	3905.65
38101	20.2	74826	14439.61	20.2	20.2	20.2	3863.91	3863.91	3863.91	3863.91
38105	19.4	93834	14483.14	19.4	19.4	19.4	3874.43	3874.43	3874.43	3874.43
39001	18.6	42778	14925.33	20.5833333333333	18	26.6	3934.67	3932.035	3896.88	3972.84
39003	17.8	56195	14489.14	21.1	14.5	30.9	3892.23	3886.65666666667	3873.94	3900.96
39005	26.4	58242	14324.71	21.975	16.4	26.4	3781.66	3781.5125	3758.77	3802.53
39007	19.5	50502	14075.35	19.7166666666667	16.6	23.5	3704.28	3710.59	3696.89	3726.23
39009	16.5	50466	14689.67	17.9142857142857	10.8	26.5	3840.55	3833.04	3813.83	3862.1
39011	30.9	67207	14576.39	22.0714285714286	14.5	30.9	3900.96	3894.68285714286	3874.47	3910.71
39013	12.4	55993	14254.02	16.24	12.4	19.2	3769.66	3769.688	3753.88	3782.46
39015	26.6	52308	14927.65	22.6	18.3	27.4	3954.82	3946.17833333333	3920.15	3972.84
39017	19.8	71328	14821.12	22.2571428571429	17.1	28.4	3981.14	3980.97857142857	3946.36	4021.17
39019	19.6	56267	14183.42	18.38	16.3	20.3	3744.02	3746.796	3727.39	3765.33
39021	23	60462	14722.54	24.4571428571429	20	32.1	3890.43	3892.69142857143	3862.17	3927.21
39023	21.1	55198	14793.47	23.75	20	30	3901.53	3910.055	3874.7	3946.36
39025	27.4	73093	14957.75	25.4666666666667	20.8	28.9	3971.02	3965.085	3923.57	3994.71
39027	21	55935	14874.26	23.8857142857143	18.3	28.1	3923.57	3933.68714285714	3892.26	3971.02
39029	17.6	55826	14072.37	17.2375	12.3	20.3	3727.39	3737.7725	3709.08	3753.88
39031	18.8	49925	14352.4	19.9428571428571	16.4	24.3	3786.08	3788.15	3765.33	3810.23
39033	17.2	51256	14315.11	20.0428571428571	13	26.2	3823.91	3825.07	3794.99	3854
39035	16.2	60554	13989	21.7571428571429	16.2	26.3	3740.5	3735.93571428571	3703.34	3774.87
39037	29.3	54843	14740.67	24.1555555555556	17.8	30	3935.14	3936.57333333333	3910.12	3970.83
39039	15.6	59189	14467.71	16.1	12.8	22.3	3868.03	3864.76166666667	3843.32	3886.73
39041	28.8	106782	14465.2	24.8857142857143	19.6	32.1	3836.97	3830.57857142857	3797.68	3862.17
39043	28	61704	15850.05	23.76	19.6	28	3804.89	3812.494	3774.87	3841.31
39045	18.4	72434	14658.38	18.25	10.8	23	3832.25	3835.33666666667	3810.23	3864.07
39047	18.4	49222	14849.05	20.8	17.5	27.4	3892.26	3896.53571428571	3864.07	3923.57
39049	19.6	66155	14601.45	23.5	18.4	32.1	3847.75	3846.87714285714	3810.23	3874.7
39051	15.7	64991	14418.41	15.45	12.8	19	3860.74	3850.03	3819.72	3876.65
39053	24.8	48426	14890.75	20.2666666666667	11	24.8	3890.45	3895.04333333333	3862.1	3928.96
39055	23.5	85884	14163.55	20.5714285714286	16.2	24.8	3703.34	3717.01142857143	3696.89	3740.5
39057	27.4	78588	14812.91	22.4285714285714	18.4	28.1	3920.1	3916.05857142857	3874.7	3953.89
39059	19.2	50579	14318.91	18.56	12.4	24.3	3782.46	3780.732	3765.33	3800.13
39061	20.8	66531	14914.33	23.5333333333333	17.1	28.9	3992.5	3993.56222222222	3953.89	4021.17
39063	24.8	65725	14413.44	17.875	12.8	24.8	3873.94	3870.82	3840.81	3892.23
39065	14.5	51510	14450.17	22.6875	13	32.1	3874.47	3873.16625	3844.88	3900.96
39069	12.8	64253	14417.65	18.0625	12.8	24.8	3876.65	3867.6975	3848.38	3886.73
39071	18.3	47764	14865.17	19.8142857142857	17.5	26.6	3920.15	3914.75	3880.9	3954.82
39073	15.1	53284	14776.64	16.8833333333333	10.8	23	3840.09	3845.915	3817.63	3880.9
39075	16.4	60183	14309.71	20.3714285714286	16.4	26.4	3775.14	3773.67285714286	3743.36	3797.68
39077	24.8	57309	15912.01	21.75	14.7	28	3802.53	3808.12125	3774.87	3841.31
39079	23.4	49197	14908.61	20.1666666666667	17.5	24.8	3881.57	3896.20166666667	3880.9	3914.56
39081	16.3	52024	14181.06	16.6285714285714	12.4	19.8	3753.88	3754.51571428571	3727.39	3769.66
39083	20.2	58661	14391.6	22.3875	16.4	28.8	3797.68	3799.64	3775.14	3836.97
39085	21.7	72462	14121.62	20.225	16.2	23.5	3717.3	3716.355	3703.34	3740.5
39087	19	56054	14909.07	23.0375	18	28.5	3914.56	3919.27625	3881.57	3956.42
39089	22.6	69470	14515.6	20.4375	10.8	28.8	3810.23	3816.09	3786.08	3847.75
39091	23.7	59429	14569.37	24.25	14.5	32.1	3882.68	3886.805	3862.17	3910.12
39093	19.6	64543	15570.2	23.55	16.2	28	3774.87	3777.20333333333	3740.5	3804.89
39095	16.8	55978	14397.83	18.1	12.8	23.1	3859.38	3852.91857142857	3831.75	3876.65
39097	20	67467	14778.29	23.075	18.4	32.1	3874.7	3881.62625	3847.75	3920.1
39099	12.3	54282	14046.49	19.1571428571429	12.3	24.8	3709.08	3718.12714285714	3696.89	3743.36
39101	24.7	52243	14314.95	22.3571428571429	13	32.1	3844.88	3844.39571428571	3814.37	3874.47
39103	26.3	79147	14504.93	21.85	16.2	26.4	3758.77	3760.38833333333	3740.07	3781.66
39105	11	47166	14744.35	22.1833333333333	11	35.1	3862.1	3867.505	3839.12	3892.62
39107	30	67659	14674.55	24.2857142857143	16.3	30.9	3910.71	3909.37428571429	3891.61	3935.14
39109	30	62745	14693.7	24.2833333333333	21	30	3927.21	3918.465	3890.43	3946.36
39113	21	56990	14682.29	25.6375	19.8	30	3946.36	3940.88125	3901.53	3981.14
39115	26.5	46735	14583.57	19.44	10.8	26.5	3813.83	3818.02	3800.13	3840.55
39117	26.2	61843	14370.7	22.8	17.2	28.8	3814.37	3818.8	3794.99	3844.88
39119	24.3	52232	14489.13	20.3666666666667	10.8	26.5	3800.13	3801.72666666667	3782.46	3817.63
39123	22.8	64597	14504.8	22.86	16.8	28	3838.87	3842.436	3804.89	3867.73
39127	10.8	50017	14644.37	19.1714285714286	10.8	26.5	3817.63	3822.10142857143	3800.13	3840.55
39129	23	67326	14701.64	18.8571428571429	15.1	23	3864.07	3861.71714285714	3832.25	3892.26
39131	18.3	46394	14885.48	19.0166666666667	17.5	23.4	3896.88	3904.50333333333	3880.9	3934.67
39133	24.8	67681	14144.58	19.3428571428571	12.3	24.8	3716.7	3721.42	3696.89	3743.36
39135	28.4	56321	14803.43	23.36	18.3	29.3	3961.68	3959.03	3935.14	3981.14
39137	22.3	71752	14445.99	18.9571428571429	12.8	24.8	3886.73	3879.56	3867.73	3892.23
39139	19.7	54044	14311.8	22.4166666666667	17.2	26.4	3794.99	3802.52333333333	3781.66	3823.91
39141	17.5	53908	14828.32	19.1428571428571	15.1	23.4	3880.9	3882.27428571429	3840.09	3920.15
39143	23.6	57303	14623.46	22.8333333333333	14.7	28	3841.31	3832.69	3802.53	3867.73
39145	18	51063	14940.57	20.9666666666667	18	28.5	3912.85	3911.76166666667	3881.57	3934.67
39147	14.7	56211	14796.7	20.1714285714286	13	24.8	3840.81	3843.46142857143	3802.53	3873.94
39149	21.3	67398	14632.35	26.8857142857143	21.3	30.9	3910.12	3908.17857142857	3882.68	3935.14
39151	20.3	59502	14169.49	19.0777777777778	12.3	24.8	3743.36	3743.06111111111	3709.08	3775.14
39153	20.2	65215	14103.74	21.9571428571429	16.2	26.3	3740.07	3738.45714285714	3703.34	3766.46
39155	18.1	55228	14012.32	19.9142857142857	12.3	24.8	3696.89	3708.01	3696.89	3716.7
39157	18.1	55747	14248.4	18.7333333333333	16.4	20.3	3765.33	3766.065	3743.36	3786.08
39159	32.1	79191	14513.96	23.3	14.5	32.1	3862.17	3864.25625	3836.97	3890.43
39161	16.3	59310	14540.57	22.3	16.3	30.9	3891.61	3891.79285714286	3865.46	3910.71
39165	28.1	88824	14818.21	23.6428571428571	19.8	28.1	3953.89	3955.51142857143	3920.1	3992.5
39167	19.1	57662	14482.25	22.125	16.5	26.5	3817.96	3827.865	3813.83	3840.55
39169	22.4	60378	14251.43	22	16.4	26.4	3766.46	3760.91	3740.07	3781.66
39171	13.4	54552	14464.07	14.8857142857143	12.8	17.1	3848.38	3849.02428571429	3819.72	3876.65
39173	23.1	71122	14396.41	20.1125	12.8	24.8	3867.73	3860.6775	3838.87	3886.73
39175	13	60167	14349.72	18.15	13	24.8	3854	3852.00166666667	3823.91	3874.47
40005	20.2	42605	16634.81	20.25	12.8	26.8	4703.3	4710.735	4631.92	4754.83
40009	17	64199	17814.8	20.6333333333333	17	24	4926.98	4889.1	4862.86	4926.98
40013	21.2	49229	16942.08	19.6428571428571	12.2	26.8	4752.89	4754.53714285714	4703.3	4807.4
40015	14.4	51109	17437.62	18.3666666666667	13.8	24	4834.72	4838.31833333333	4780.31	4877.46
40017	22.1	72790	17185.8	19.8625	14.4	26.3	4780.31	4764.1075	4700.95	4834.72
40019	21.1	56856	17149.02	21.95	19.5	26.8	4811.7	4790.71333333333	4754.83	4835.96
40021	13	51209	16278.76	15.05	9.5	21.1	4499.07	4503.65333333333	4447.5	4547.72
40027	23.8	70191	17074.03	21.92	17.9	26.3	4742.59	4744.142	4704.77	4780.31
40031	13.8	57040	17638.2	15.85	13.8	20.2	4868.64	4836.31	4805.92	4868.64
40037	20.8	54639	16600.28	19.6166666666667	13.7	26	4580.09	4589.81666666667	4523.21	4654.59
40039	20.9	53833	17483.48	19.075	14.4	24	4862.86	4875.505	4834.72	4926.98
40041	14.3	47255	16237	18.34	13	24.6	4447.5	4454.814	4417.9	4499.07
40047	19.7	57419	17013.68	18.275	14	20.6	4702.45	4686.5675	4587.54	4755.33
40049	20.8	50705	17059.62	20.3	15	26.3	4779.68	4785.13428571429	4720.63	4835.96
40051	15	61472	17287.29	18.9428571428571	13.8	26.3	4805.92	4810.61571428571	4769.08	4868.64
40065	16.9	49684	17975.29	16.9	16.9	16.9	4945.65	4945.65	4945.65	4945.65
40069	26.8	47218	16931.47	21.6142857142857	19.2	26.8	4754.83	4757.92285714286	4703.3	4811.7
40071	14	51352	16790.02	16.0666666666667	14	19.7	4587.54	4602.63666666667	4517.92	4702.45
40073	18.8	65650	17149.17	19.82	17.9	22.1	4755.33	4732.6	4700.95	4780.31
40079	6.9	45696	16342.86	12.12	6.9	19.1	4577.75	4572.394	4536.93	4630.89
40081	13.7	55258	16791.79	19.75	13.7	26	4654.59	4665.94166666667	4580.09	4723.96
40083	20.6	67562	16992.92	19.8285714285714	13.7	26	4700.95	4706.98285714286	4631.29	4780.31
40087	26.3	69182	17084.37	20.9571428571429	15	26.3	4769.08	4757.56857142857	4704.77	4805.92
40089	8.8	40936	16495.91	10.775	6.9	16.3	4630.89	4604.59	4567.93	4641.79
40091	20.3	46359	16592.57	17.425	12.8	20.3	4584.41	4584.1775	4547.72	4631.92
40095	23.3	47525	17166.48	22.12	18.2	26.8	4789.14	4783.192	4752.89	4811.7
40097	21.1	51842	16357.44	16.7	13	21.1	4473.07	4483.694	4447.5	4517.63
40099	19.5	58024	16939.14	21.48	19.2	26.8	4772.97	4767.962	4720.63	4811.7
40101	17.4	49682	16463.73	15.7333333333333	9.5	20.3	4547.72	4543.07	4499.07	4584.41
40109	17.9	60346	17008.56	19.4857142857143	13.7	23.8	4723.96	4723.21428571429	4654.59	4780.31
40111	19.2	48942	16559.63	18.5	15	20.8	4572.66	4554.28666666667	4517.63	4584.41
40113	14.5	57170	16622.42	17.06	14	19.7	4517.92	4535.428	4471.41	4587.54
40115	18.7	44906	16178.95	14.4	10.2	18.7	4417.9	4421.05666666667	4397.77	4447.5
40117	19.7	54398	16693.95	19.86	14.5	26	4577.06	4565.914	4517.92	4631.29
40119	26	54152	16785.69	20.16	13.7	26	4631.29	4628.796	4577.06	4700.95
40121	12.8	53670	16545.24	17.7666666666667	12.8	20.3	4631.92	4639.87666666667	4584.41	4703.3
40123	19.2	55970	16787.91	21.6428571428571	19.2	26.8	4720.63	4739.74857142857	4676.28	4779.68
40125	19.5	53265	16891.19	19.9714285714286	13.7	26.3	4704.77	4713.12857142857	4654.59	4769.08
40131	20.1	67773	16443.03	18.66	15	21.1	4481.2	4493.304	4471.41	4523.21
40133	19.4	45441	16766.54	19.3666666666667	19.2	19.5	4676.28	4700.56	4676.28	4720.63
40135	9.5	43495	16345.09	14.9166666666667	6.9	23.6	4536.93	4536.35166666667	4499.07	4577.75
40137	20.2	56070	17389.98	18.18	13.8	21.1	4835.96	4820.38	4779.68	4868.64
40143	18.3	61809	16518.06	18.3	14.5	20.8	4523.21	4530.1475	4471.41	4580.09
40145	15	64107	16427.9	17.7285714285714	13	21.1	4517.63	4516.36571428571	4473.07	4572.66
40147	18.8	59841	16502.14	17.925	14.5	20.1	4471.41	4498.435	4471.41	4523.21
40149	24	58682	17613.34	19.075	14.4	24	4877.46	4875.505	4834.72	4926.98
40153	25.9	68673	17427.2	25.9	25.9	25.9	4853.47	4853.47	4853.47	4853.47
41001	25.5	52117	16090.06	24.02	15.7	37.5	4176.52	4233.352	4078.33	4420.12
41003	36	76967	14829.25	27.42	20.9	36	3647.96	3708.904	3537.77	3939.23
41005	34.7	79079	15062.03	26.9	20.7	34.7	3765.83	3722.05285714286	3442.96	4119.69
41007	24.3	58825	14063.95	27.04	21.1	31.3	3257.67	3317.46	3175.51	3442.96
41009	27.3	64189	13778.83	27.7	24.3	31.3	3360.22	3427.08	3257.67	3627.96
41011	17.6	48080	15934	19.9666666666667	15.4	26.9	3879.37	3940.80333333333	3879.37	4036.28
41013	23.5	50972	16366.91	30.8	22.3	39.9	4392.9	4302.7775	4230.41	4392.9
41015	15.4	49170	16495.81	18.84	14.6	26.9	3906.76	3974.51	3879.37	4074.26
41017	39.9	62013	16490.8	26.2666666666667	20.9	39.9	4331.86	4201.91666666667	3870.55	4446.55
41019	26.9	50241	15983.44	21.4285714285714	15.4	30.1	4036.28	4083.26571428571	3879.37	4446.55
41023	37.5	50721	16003.38	22.9666666666667	15.7	37.5	4255.94	4238.72833333333	4078.33	4420.12
41027	24.6	65250	15834	26.44	20.7	34.7	3858.14	3884.582	3627.96	4119.69
41029	19.4	53441	17109.17	23.26	19.4	30.1	4300.41	4241.404	4036.28	4446.55
41031	22.3	50141	15962.09	25.5833333333333	20.7	39.9	4230.41	4115.97333333333	3750.43	4392.9
41033	19.7	46452	17022.57	19.3666666666667	14.6	26.9	4074.26	4107.185	3906.76	4349.52
41035	30.1	48570	17489.54	26.2333333333333	19.4	39.9	4446.55	4233.975	3939.23	4446.55
41039	20.9	57766	15560.06	28.4571428571429	20.9	39.9	3939.23	3972.88571428571	3537.77	4446.55
41041	24.5	51461	14991.24	29.5	20.9	36	3537.77	3604.982	3350.94	3939.23
41043	20.9	54713	15083.73	28.7142857142857	20.9	39.9	3870.55	3902.77857142857	3549.01	4331.86
41045	15.7	48890	16664.64	25.2166666666667	15.7	37.5	4420.12	4308.93166666667	4176.52	4420.12
41047	26.2	56537	14744.52	26.0571428571429	20.7	34.8	3750.43	3825.04	3489.36	4230.41
41051	28.1	68707	14193.62	28.6	24.6	34.7	3627.96	3600.80333333333	3360.22	3858.14
41053	34.8	64035	14594.24	28.0714285714286	20.9	36	3549.01	3599.43142857143	3350.94	3870.55
41057	31.3	49214	14447.94	28.0285714285714	22.8	34.8	3350.94	3426.84714285714	3257.67	3549.01
41059	19.7	57175	15203.29	21.54	15.7	37.5	4108.56	4124.942	4057.3	4255.94
41061	15.9	53855	15458.57	24.65	15.9	37.5	4078.33	4154.8375	4078.33	4255.94
41065	20.7	51796	15840.41	25.4333333333333	20.7	34.7	4119.69	3962.63166666667	3750.43	4230.41
41067	31.2	78866	14213.49	28.5285714285714	22.8	34.7	3442.96	3470.70571428571	3257.67	3765.83
41071	22.8	60909	14451.7	30.1666666666667	22.8	34.8	3489.36	3558.08833333333	3350.94	3765.83
42001	28	70344	14783.99	29.4333333333333	23.2	32.4	3960.87	3967.66166666667	3920.47	4017.77
