FIPS	Age-Adjusted Incidence Rate	Value (Dollars)	Avg Daily Sunlight (KJ/m²)	neighbor_ave_incedence	neighbor_min_incedence	neighbor_max_incedence	UV_ Wh/m²	neighbor_ave_uv	neighbor_min_uv	neighbor_max_uv
26113	20.6	48372	13978.46	23.8	15.8	30.8	3671.38	3675.68	3656.79	3698.96
26115	16.5	67811	14611.71	17.56	11.9	23.6	3831.75	3823.25	3791.71	3859.38
26117	19.7	49442	14274.62	18.0875	14.8	23	3749.49	3750.89	3720.27	3784.28
26119	28.3	41772	14194.48	20.8333333333333	15.9	28.3	3684.44	3680.17333333333	3658.95	3705.93
26121	18.1	52263	15257.23	19.8571428571429	14.5	25.9	3804.2	3812.51428571429	3762.44	3878.83
26123	18.3	51424	14117.17	18.025	8.5	27.1	3762.44	3758.47875	3698.96	3804.2
26125	21.4	87216	14208.11	19.9428571428571	11.9	23.6	3753.45	3760.25857142857	3728.26	3798.1
26127	14.7	49019	15325.99	18.25	8.5	25.9	3783.09	3802.83666666667	3754.36	3865.5
26129	14.1	44501	14133.29	18.05	13.4	23.7	3688.65	3690.495	3665.16	3705.95
26133	27.1	46896	14086.99	19.2571428571429	14.8	27.1	3698.96	3708.21571428571	3671.38	3762.44
26137	22.4	57469	13943.81	24.3142857142857	19.5	30.8	3658.95	3663.3	3652.05	3684.44
26139	24.5	70378	14800.14	19.3	14.5	24.5	3809.26	3827.62166666667	3784.28	3881.1
26141	15.9	49453	14599.15	20.5833333333333	15.9	28.3	3694.33	3675.44166666667	3642.18	3705.93
26143	23.7	42155	14064.28	20.6714285714286	14.1	30.8	3676.51	3679.24714285714	3656.79	3701.27
26145	14.5	54210	14158.25	18.4142857142857	14.5	20.5	3725.91	3726.44571428571	3713.53	3742.51
26147	22.9	61848	14741.08	19.825	16.3	22.9	3738.74	3735.865	3721.5	3754.96
26149	13.5	52038	14428.57	16.1125	13.5	18.9	3810.12	3810.27375	3797.25	3822.81
26151	16.3	50984	15084.46	20.68	16.3	22.9	3721.5	3724.448	3715.84	3738.74
26155	19.7	56978	14138.99	19.1571428571429	14.5	23.6	3742.51	3746.23857142857	3725.91	3769.71
26157	20.5	52800	14131.67	19.0714285714286	14.5	22.8	3717.9	3722.17714285714	3713.53	3732.3
26159	13.9	55013	15123.56	17.1428571428571	13.5	22.4	3809.37	3819.13142857143	3800.67	3877.68
26161	23.6	87331	14319.62	19.7857142857143	11.9	23.6	3798.1	3795.72571428571	3753.45	3835.31
26163	11.9	52733	14352.43	18.52	11.9	23.6	3791.71	3785.994	3753.45	3831.75
26165	22.7	49258	13950.64	25.9428571428571	19.6	30.8	3678.48	3680.55714285714	3656.79	3710.74
28001	10.7	35907	17265.05	10.7	10.7	10.7	4544.26	4544.26	4544.26	4544.26
28003	22.1	44008	16374.87	18.76	13.7	22.1	4443.74	4440.044	4408.95	4465.22
28005	17.5	42672	17247.19	18.2	17.5	18.9	4519.54	4520.124	4507.21	4536.77
28015	21.6	50276	16972.86	17.9333333333333	11.5	21.6	4556.33	4558.27	4546.28	4572.2
28017	24.1	36000	16747.78	21.14	9.9	29.9	4496.93	4491.436	4473.94	4517.9
28023	22.3	46406	17338.43	19.775	18.1	22.3	4474.75	4486.91	4474.75	4500.88
28029	21.2	42221	17184.72	19.8166666666667	8.7	26.4	4558.77	4552.99333333333	4536.12	4579.22
28031	19.2	40554	17234.08	21.3285714285714	18	25.3	4512.99	4511.8	4488.41	4544.96
28033	11.3	66854	16419.1	10.925	9.9	11.4	4517.25	4510.0125	4499.13	4524.51
28035	21.2	47268	17354.66	22.5714285714286	18.9	28.5	4488.41	4492.65142857143	4476.54	4512.99
28039	19.3	57639	17309.71	22.36	18.9	28.5	4464.27	4471.53	4464.27	4479.89
28043	20.7	46316	16916.82	20.925	11.5	29.9	4546.28	4548.1775	4517.9	4572.2
28045	17.3	52230	17964.28	20.78	17.3	26.1	4504.34	4497.77	4479.89	4517.44
28047	18	50012	17870.24	20.26	17.3	23.6	4486.4	4488.506	4471.12	4504.34
28049	8.7	47739	17211.64	18.5285714285714	8.7	26.4	4579.22	4569.60857142857	4544.96	4585.57
28057	19	46052	16471.49	20.15	18.1	22	4456.46	4450.76	4415.27	4475.27
28059	23.5	58374	17769.89	20.26	18	23.5	4471.12	4473.502	4464.27	4486.4
28061	19.9	40951	17249.57	20.3714285714286	18.1	22.4	4493.96	4499.38857142857	4474.75	4534.69
28065	24.5	31295	17232.19	22.3666666666667	18	26.1	4524.1	4521.93	4498.75	4544.96
28067	21.3	45157	17339.58	21.65	19.2	28.5	4491.2	4497.54833333333	4476.54	4522.19
28071	24.2	62416	16615.09	14.9166666666667	9.9	24.2	4513.63	4508.07833333333	4483.36	4534.7
28073	25.3	62615	17323.28	22.4833333333333	19.2	25.3	4498.75	4506.615	4488.41	4524.1
28075	18.1	47861	17279.13	21.14	18.1	26.6	4478.05	4490.686	4474.75	4505.79
28077	26.1	43517	17223	21.5666666666667	18	26.1	4536.12	4535.89666666667	4514.66	4558.77
28081	19.8	54539	16582.93	19.2857142857143	9.9	24.1	4473.94	4475.82142857143	4451.65	4496.93
28083	11.5	29399	16949.79	17.9333333333333	11.5	21.6	4572.2	4558.27	4546.28	4572.2
28085	18.5	41104	17186.76	20.44	17.5	26.1	4536.77	4534.37	4519.54	4558.77
28087	13.8	50033	16898.17	18.34	13.8	24.1	4482.57	4478.314	4459.09	4500.32
28089	24.9	78349	17141.62	19.44	8.7	26.4	4573.31	4566.982	4534.69	4585.57
28091	21.1	40178	17339.97	23.2333333333333	18.8	26.1	4514.66	4514.60333333333	4498.75	4536.12
28093	9.9	44063	16429.02	14.5428571428571	9.9	24.2	4499.13	4502	4476.96	4524.51
28095	22	46979	16714.98	20.1285714285714	13.8	24.1	4475.27	4468.03285714286	4431.97	4496.93
28099	26.6	45141	17047.86	20.35	17.9	26.6	4505.79	4497.27	4478.05	4505.79
28101	18.8	44509	17133.44	21.1285714285714	18.1	26.6	4500.88	4501.47285714286	4474.75	4534.69
28105	15.8	51626	16942.16	19.35	13.8	29.9	4500.32	4501.2875	4482.57	4517.9
28107	15.7	44803	16634.26	17.1	11.4	24.2	4534.7	4524.28	4513.63	4534.7
28109	23.6	50455	17309.46	21.1444444444444	17.3	26.1	4500.78	4500.43111111111	4479.89	4517.44
28111	28.5	41566	17384	21.84	18.9	28.5	4476.54	4480.062	4464.27	4491.2
28113	18.9	40648	17243.64	18.32	17.5	18.9	4520.65	4521.324	4513.21	4536.77
28115	9.9	52081	16606.54	19.28	9.9	24.2	4493.14	4492.2	4473.94	4513.63
28117	21.8	41851	16448.2	20.5333333333333	18.4	22.1	4451.65	4462.395	4443.74	4483.36
28121	26.4	67837	17126.59	20.2	8.7	26.4	4562.12	4553.60857142857	4522.19	4579.22
28123	22.4	36521	17056.92	22.0333333333333	18.8	26.4	4534.69	4531.19166666667	4493.96	4573.31
28127	18	40763	17117.28	20.4875	8.7	26.4	4544.96	4542.55875	4512.99	4579.22
28129	19.8	47375	17175.4	20.725	18	26.4	4522.19	4520.37375	4491.2	4562.12
28131	18.9	50074	17274.13	21.2875	17.3	28.5	4479.89	4483.96875	4464.27	4504.34
28137	11.4	53416	16483.48	14.5	9.9	24.2	4524.51	4517.844	4499.13	4534.7
28139	22.1	44315	16390.83	21.1	18.4	22.1	4465.22	4460.9925	4443.74	4483.36
28145	18.4	42850	16537.52	18.0142857142857	9.9	24.2	4483.36	4482.86714285714	4451.65	4513.63
28149	15.7	51854	17275.7	13.0666666666667	8.7	15.7	4583.31	4582.7	4579.22	4585.57
28151	11.1	35500	17094.18	11.1	11.1	11.1	4583.59	4583.59	4583.59	4583.59
28155	29.9	46942	16927.19	22.625	15.8	29.9	4517.9	4515.3575	4496.93	4546.28
28159	17.9	40258	16999.55	20.1	15.8	26.6	4504.36	4503.49	4500.32	4505.79
28163	14.8	36694	17133.49	16.025	8.7	24.9	4585.57	4580.3525	4573.31	4585.57
29001	13.8	57837	15134.06	17.85	13.8	21.9	4205.37	4223.08	4205.37	4240.79
29007	13	53610	15396.99	18.9666666666667	13	29	4273.85	4279.53333333333	4234.12	4309.46
29009	14.5	48854	16124.29	17.65	10.2	24.6	4400.66	4405.82666666667	4377.55	4436.53
29013	20.6	53598	15805.46	23.3666666666667	20.6	27.8	4333.43	4326.45333333333	4313.49	4333.43
29015	18.1	41531	15773.74	19.1166666666667	12	27.8	4339.61	4339.08333333333	4321.54	4353.28
29019	20.6	72667	15486.16	16.9	13	20.6	4309.46	4308.56571428571	4273.85	4338.76
29021	15.4	58355	15410.62	18.0666666666667	15.4	20.8	4260.8	4266.54333333333	4260.8	4277.22
29023	10	44440	15999.45	9.8	9.6	10	4399.5	4389.29	4379.08	4399.5
29027	15	58327	15486.98	18.4166666666667	13	21.8	4306.85	4305.42666666667	4273.85	4338.76
29029	18.5	52685	15755.74	17.15	12	22.3	4353.28	4349.76375	4337.6	4357.88
29031	13.9	59337	15633.9	17.42	9.6	28.6	4327.98	4334.88	4303.91	4379.08
29037	21.7	71696	15616.9	22.5	16.5	27.8	4313.49	4318.32	4296.93	4333.43
29043	23.7	60435	15964.98	20.3571428571429	15.2	23.7	4382.75	4384.32857142857	4363.68	4409.15
29047	16.2	75104	15442.6	16.86	12.8	20.8	4281.04	4279.624	4261.61	4296.93
29049	20.8	64760	15395.75	16.64	12.8	20.8	4261.61	4272.398	4260.8	4281.32
29051	19.2	65776	15554.79	18.25	15	20.9	4338.76	4327.17166666667	4306.85	4348.73
29053	17.3	57568	15532.55	16.6333333333333	12	20.6	4322.53	4321.08333333333	4302.68	4337.6
29055	21.1	45000	15662.95	23.1	17.1	27.5	4321.17	4317.598	4290.92	4341.93
29059	22.3	42212	15781.69	19.3857142857143	15.6	23.5	4357.1	4358.52285714286	4350.03	4368.9
29067	23.3	37691	15997.6	20.7714285714286	15.1	23.7	4387.82	4381.31285714286	4363.47	4409.15
29071	27.5	60722	15589.31	23.9	21	27.5	4290.92	4281.51142857143	4249.44	4321.17
29073	23.8	55669	15556.98	22.4142857142857	17.1	27.5	4309.1	4305.50285714286	4271.76	4341.93
29077	17	54576	15877.52	20.8333333333333	17	23.7	4368.9	4368.12833333333	4357.1	4382.75
29083	27.8	52813	15766.24	21.9333333333333	17.5	27.8	4332.44	4325.97	4313.49	4339.61
29085	20.8	39301	15812.94	19.54	18	22.3	4350.03	4351.762	4339.61	4358.79
29091	15.1	42959	16050.55	18.9	15.1	23.3	4395.48	4393.11	4363.47	4425.67
29093	26	44437	15669.79	22.725	19.8	26	4324.87	4318.4725	4300.89	4326.96
29095	16.5	61076	15494.37	18.5833333333333	12.8	25.9	4296.93	4298.04	4281.04	4315.31
29097	12.6	52242	15974.14	14.4333333333333	10.2	20.5	4382.77	4386.03	4377.55	4397.77
29099	21	64639	15610.61	23.6666666666667	18	29.7	4277.49	4280.28833333333	4249.44	4300.89
29101	25.9	61236	15592.25	21.3	16.5	27.8	4315.31	4313.31	4296.93	4332.44
29105	15.6	46043	15750.87	19.3285714285714	14.9	23.5	4357.88	4359.44714285714	4353.28	4366.84
29107	18.4	64480	15469.63	17.45	12.8	25.9	4300.15	4302.98833333333	4281.32	4321.54
29109	20.5	47904	15962.62	16.2428571428571	10.2	23.7	4377.55	4387.26428571429	4368.9	4400.66
29111	34.5	54117	15144.4	30.625	26.1	34.5	4192.05	4181.55	4136.96	4217.08
29113	22.4	60047	15459.91	25.06	21.8	29	4245.08	4255.752	4234.12	4277.1
29121	21.9	49453	15250.89	16.7	13.8	21.9	4240.79	4240.66	4205.37	4275.82
29123	19.8	43320	15670.22	22.175	18.9	26	4326.96	4314.1575	4300.89	4326.96
29127	32.6	51758	15200.78	30.95	27.4	34.5	4217.08	4197.985	4180.11	4217.08
29131	15	46093	15669.11	17.0428571428571	12	20.9	4348.73	4341.64	4326.54	4353.88
29135	18.8	59383	15564.68	17.15	12	20.6	4332.69	4331.62833333333	4309.46	4348.73
29139	21.8	49955	15508.56	21.325	13	29	4277.1	4280.55	4234.12	4326.54
29141	12	45670	15663.46	16.7428571428571	12	18.8	4337.6	4336.56857142857	4321.54	4353.28
29145	10.2	50742	16036.65	15.3	10.2	20.5	4397.77	4395.33	4377.55	4417.9
29147	21.8	52536	15242.42	27.2	21.8	36.9	4214.9	4196.79	4182.6	4214.9
29151	20.9	64847	15551.05	19.2833333333333	15	23.8	4326.54	4317.84666666667	4277.1	4348.73
29157	18.9	62049	15567.16	20.4875	13.9	28.6	4303.91	4304.5125	4281.02	4327.98
29159	17.5	50183	15560.98	18.825	12	27.8	4321.54	4321.4825	4300.15	4339.61
29161	17.1	53339	15684.4	19.28	14.9	23.8	4341.93	4337.91	4309.1	4363.47
29163	29	52727	15338.37	22.72	13	29	4234.12	4246.57	4202.7	4277.1
29165	18	84309	15439.8	17.6	15.4	20.8	4277.22	4270.1675	4260.8	4281.04
29167	18	49755	15814.34	19.525	17	22.3	4358.79	4358.705	4350.03	4368.9
29169	14.9	54487	15722.01	16.7666666666667	14.9	19.5	4353.88	4353.195	4341.93	4363.47
29175	14.4	50403	15343.61	17.475	13	21.9	4275.82	4274.98	4240.79	4309.46
29177	12.8	63074	15412.31	16.94	12.8	20.8	4281.32	4284.21	4261.61	4300.15
29183	27.4	85806	15504.74	24.3428571428571	21.8	27.5	4250.7	4251.40857142857	4221.55	4290.92
29186	18	59216	15580.89	21.85	18	29.7	4293.85	4287.71666666667	4269.14	4303.91
29187	24	48607	15607.3	21.2833333333333	18	26	4300.89	4304.66166666667	4277.49	4326.96
29189	21.8	77399	15510.27	22.25	9.1	29.7	4249.44	4258.24	4230.41	4290.92
29195	13.6	48778	15465.82	16.7	13.6	18.4	4302.68	4311.725	4300.15	4322.53
29201	16.1	47015	15809.77	13.2	9.6	16.1	4354.12	4353.72666666667	4327.98	4379.08
29207	9.6	49185	15888.32	12.4	9.6	16.1	4379.08	4365.17	4327.98	4399.5
29209	15.2	50549	16074.48	19.0166666666667	14.5	23.7	4400.45	4398.76	4377.55	4422
29213	19.3	46342	16123.95	22.6142857142857	15.2	30.3	4409.15	4408.24	4382.75	4431.74
29215	19.5	46775	15825.2	18.0714285714286	14.9	23.3	4363.47	4366.75714285714	4341.93	4395.48
29219	24.7	63607	15538.95	24.6	21.8	27.5	4271.76	4274.11	4245.08	4309.1
29225	23.5	51935	15860.67	20.9142857142857	15.6	23.7	4363.68	4369.28142857143	4357.1	4387.82
29229	21	37903	15797.25	20.58	15.6	23.5	4366.84	4367.938	4357.88	4387.82
29510	9.1	46334	15510.07	18.1	9.1	21.9	4244.61	4244.4175	4230.41	4253.21
30009	29.1	62500	15386.47	27.1166666666667	21.9	29.7	4151.75	4139.24333333333	4041.94	4247.83
30013	19.5	58102	14497.45	23.4	19.5	27.3	3959.89	3912.55	3865.21	3959.89
30017	21.8	63841	15017.99	21.8	21.8	21.8	4104.27	4104.27	4104.27	4104.27
30023	31	55146	15245.01	31.775	26.3	42	3846	3871.655	3810.8	3931.46
30027	29.6	51775	14602.58	29.6	29.6	29.6	3912.36	3912.36	3912.36	3912.36
30029	34	58670	14009.25	28.1166666666667	21.8	37.7	3621.21	3684.595	3570.6	3865.21
30031	33.9	72672	15301.21	32.6857142857143	21.9	51.5	4032.87	4088.28142857143	3931.46	4224.15
30043	42	73146	14885.29	31.1166666666667	24.7	42	3931.46	3930.13166666667	3846	4032.87
30047	37.7	51045	14116.76	29.9	23.2	37.7	3678.53	3667.94	3621.21	3723.19
30049	27.3	70708	14861.17	30.7	19.5	42	3865.21	3844.4425	3621.21	3959.89
30053	21.8	45735	13924.49	25.85	21.8	34	3570.6	3628.85	3570.6	3674.76
30057	24.7	60739	15496.35	31.18	24.7	42	4006.89	4010.406	3898.36	4182.45
30063	24.7	65463	14859.26	27.5666666666667	19.5	37.7	3723.19	3729.88166666667	3621.21	3896.73
30067	27.3	62067	15474.95	28.38	21.9	33.9	4041.94	4103.488	4032.87	4198.21
30081	26.3	54549	15138.77	26.76	19.5	32.3	3810.8	3849.198	3723.19	3969.27
30089	23.2	38978	14119.29	27.6333333333333	21.8	37.7	3648.83	3652.85333333333	3570.6	3723.19
30093	27.8	52842	15182.11	31.375	24.7	42	3898.36	3920.6775	3846	4006.89
30095	29.7	68833	15170.45	28.05	26.1	29.7	4092.67	4097.355	4041.94	4151.75
30111	26.1	67467	15049.25	28.3	26.1	29.7	4103.06	4115.82666666667	4092.67	4151.75
31001	28	66994	15816.52	21.5666666666667	16.1	28	4451.58	4438.92666666667	4420.28	4451.58
31019	16.1	71377	15817.63	19.225	12.2	28	4444.92	4444.17	4420.28	4459.9
31025	25.9	77731	15367.57	22.72	15	27.4	4219.63	4221.928	4185.97	4269.76
31043	21.6	54887	14924.74	21.5	18.9	24	4132.9	4113.59	4100.12	4132.9
31047	12.2	55779	16013.05	15.5	12.2	18.2	4459.9	4451.91666666667	4444.92	4459.9
31053	19.1	57788	15149.14	21.975	15	31.1	4203.27	4200.3575	4175.73	4230.77
31055	22.7	71291	15170.73	22.8833333333333	15	31.1	4191.66	4193.95	4158.76	4230.77
31067	13.9	62251	15677.92	17.7	13.9	20.3	4304.39	4301.46666666667	4269.76	4330.25
31079	20.6	56654	15652.29	21.5666666666667	16.1	28	4420.28	4438.92666666667	4420.28	4451.58
31109	18.9	70015	15488.21	18.15	13.9	25.9	4269.76	4276.365	4219.63	4330.25
31111	18.2	62439	16194.92	15.2	12.2	18.2	4450.93	4455.415	4450.93	4459.9
31119	24.1	61591	15189.5	26.1666666666667	20.8	33.6	4257.92	4243.28333333333	4188.29	4283.64
31141	20.8	67420	15296.64	22.45	20.8	24.1	4283.64	4270.78	4257.92	4283.64
31151	20.3	59503	15634.45	18.56	13.9	24.8	4330.25	4311.21	4269.76	4348.26
31153	26.4	81643	15253.16	23.4	15	27.4	4203.51	4198.38333333333	4158.76	4230.77
31155	15	73107	15313.08	21.3333333333333	15	26.4	4230.77	4219.76666666667	4191.66	4269.76
31157	23.5	54511	16285.99	23.5	23.5	23.5	4425.84	4425.84	4425.84	4425.84
31159	14.9	73216	15497.66	19.725	14.9	24.8	4303.39	4312.915	4269.76	4348.26
31177	31.1	83216	15122.26	23.48	19.1	31.1	4175.73	4174.724	4144.2	4203.27
31179	33.6	72595	14978.29	28.85	24.1	33.6	4188.29	4223.105	4188.29	4257.92
31185	24.8	65785	15578.61	20	14.9	24.8	4348.26	4327.3	4303.39	4348.26
33001	34.9	72089	14305.98	29.56	21.8	34.9	3864.69	3851.496	3796.81	3893.39
33003	26.3	62468	14198.3	27.6714285714286	17.7	34.9	3841.15	3834.03428571429	3751.84	3893.39
33005	28	71354	14165.88	24.6833333333333	17.8	30.9	3823.17	3824.74333333333	3782.9	3869.44
33007	30.9	55385	13335.27	26.525	17.7	31.2	3751.84	3796.8925	3751.84	3841.15
33009	31.2	71587	13707.38	31.8666666666667	26.3	41.3	3796.81	3802.45	3751.84	3864.69
33011	25.7	85966	14293.14	25.375	18.3	33.6	3869.44	3866.15	3810.99	3913.07
33013	33.6	81950	14212.56	29.1142857142857	21.8	34.9	3861.44	3857.15428571429	3796.81	3903.32
33015	29.2	96200	14685.55	27.2166666666667	21.8	33.6	3903.32	3888.875	3861.44	3913.07
33017	21.8	76368	14410.52	29.45	21.8	34.9	3893.39	3876.09666666667	3841.15	3903.32
33019	27.4	67911	14007.95	31.1571428571429	25.7	41.3	3810.99	3817.18285714286	3775.53	3869.44
34001	25.9	66523	15781.4	27.4857142857143	17.1	43.7	4031.31	4020.32142857143	3989.98	4060.54
34003	17.4	104286	15146.02	13.8875	4.6	20.4	3904.8	3902.865	3874.98	3930.34
34005	27	94884	15331.25	25.575	11.4	33.3	3992.99	3978.3525	3924.13	4031.31
34007	19.8	78164	15169.71	22	11.4	27	4001.82	4003.556	3976.7	4031.31
34009	43.7	74509	16696.23	30.24	17.1	43.7	4060.54	4065.2	4031.31	4102.6
34011	17.1	57550	15634.76	28.8166666666667	17.1	43.7	4050.65	4045.72333333333	4014.96	4080.9
34013	12.7	68611	14934.45	15.6333333333333	7.6	26.2	3912.44	3904.34833333333	3875.66	3930.34
34015	25.9	91552	15203.76	23.7125	11.4	34.2	4014.96	4017.23875	3976.7	4050.65
34017	7.6	62436	15356.93	14.0142857142857	7.6	18.3	3930.34	3925.59142857143	3904.8	3940.46
34019	36	125993	14859.13	28.0333333333333	23.6	36	3900.47	3904.50833333333	3857.23	3947.88
34021	23.6	94908	14984.25	27.5857142857143	17.9	36	3947.88	3941.28571428571	3900.47	3992.99
34023	17.9	93800	15099.43	22.1833333333333	16.5	33.3	3942.52	3939.09333333333	3919	3962.01
34025	33.3	106925	15632.67	22.9142857142857	8.5	33.3	3962.01	3958.29285714286	3934.03	3992.99
34027	26.2	120114	14787.79	23.175	12.7	36	3878.34	3888.2925	3838.69	3924.51
34029	33	76934	15925.35	29.8	25.9	33.3	3989.98	3994.0725	3962.01	4031.31
34031	13.4	70591	14800.18	19.2	12.7	28.8	3875.66	3874.57857142857	3835.84	3912.44
34033	34.2	76572	15301.97	26.16	17.1	34.2	4035.98	4044.19	4014.96	4080.9
34035	24.7	119158	14922.63	24.15	16.5	36	3919	3918.78666666667	3878.34	3947.88
34037	28.8	100186	14705.62	21.4285714285714	13.4	28.8	3838.69	3838.47428571429	3786	3878.34
34039	16.5	83430	15146.37	17.5285714285714	7.6	26.2	3924.51	3920.82714285714	3878.34	3942.52
34041	27.1	85568	14728.68	27.6857142857143	18.2	36	3857.23	3864.54714285714	3797.56	3924.13
35001	19.4	60050	19105.29	18.5	16.9	20.7	5538.92	5509.7475	5451.14	5578.17
35005	11.5	49723	19556.97	13.48	7.7	22.8	5461.74	5495.89	5374.54	5613.26
35007	17.2	46643	18441.1	14.5	11.8	17.2	5207.7	5251.645	5207.7	5295.59
35009	12.3	49615	19039.1	12.3	12.3	12.3	5210.11	5210.11	5210.11	5210.11
35013	13.9	45044	19991.22	12.68	5.6	18.4	5710.9	5683.602	5613.26	5722.54
35015	12.5	64996	19623.43	11.15	7.7	12.9	5512.97	5490.6275	5374.54	5613.26
35017	15.3	48428	19959.35	15.4333333333333	12.6	18.4	5651.44	5677.35	5651.44	5722.54
35025	7.7	63943	19541.24	10.5666666666667	7.7	12.5	5374.54	5449.75	5374.54	5512.97
35027	22.8	49461	19176.52	16.4	11.5	22.8	5516.94	5562.5025	5461.74	5658.07
35028	41.9	123646	18566.14	21.525	6.6	41.9	5423.7	5426.6775	5361.11	5470.76
35029	12.6	35245	20337.07	15.05	12.6	18.4	5722.54	5685.7375	5651.44	5722.54
35031	8.9	35868	18529.02	11.475	5.6	20.7	5406.11	5383.705	5328.91	5470.76
35035	12.9	47489	19563.92	13.9428571428571	5.6	22.8	5613.26	5598.16	5461.74	5713.24
35039	6.6	44963	18221.1	20.2857142857143	6.6	41.9	5361.11	5368.18285714286	5246.07	5470.76
35043	20.7	67224	18719.37	17.8714285714286	6.6	41.9	5470.76	5425.80714285714	5328.91	5538.92
35045	10.7	58777	18457.22	16.4	5.6	33.4	5328.91	5315.02375	5178.23	5470.76
35049	16.9	64734	18874.09	21.1	6.6	41.9	5451.14	5449.126	5361.11	5538.92
35051	18.4	41387	19770.07	15.9833333333333	12.6	22.8	5658.07	5645.525	5516.94	5722.54
35055	11.8	45439	17949.14	11.8666666666667	6.6	17.2	5295.59	5288.13333333333	5207.7	5361.11
35061	17	49579	19201.38	18.2	17	19.4	5578.17	5558.545	5538.92	5578.17
36001	21.2	83085	14228.03	21.8428571428571	17.1	28.3	3770.74	3765.11285714286	3733.06	3793.4
36003	19.2	52942	13715.51	22.6285714285714	18.5	28.1	3684.5	3692.61142857143	3673.4	3718.34
36005	4.6	38517	16347.27	15.4833333333333	4.6	23.7	3920.47	3913.68166666667	3874.98	3934.03
36007	26.3	62558	13654.12	21.5285714285714	10.3	27.7	3690.91	3698.83714285714	3673.59	3737.61
36009	18.6	53921	13584.84	21.1428571428571	18.5	26.1	3697.33	3701.19285714286	3673.4	3726.14
36011	30	63969	13683.34	21.5375	10.3	30	3691.29	3693.1325	3673.59	3706.65
36013	23	54131	13663.71	20.64	16.6	26.1	3716.15	3711.668	3692.49	3726.23
36015	22.9	65135	13748.13	25.4714285714286	22.9	29.5	3686.26	3687.49428571429	3679.09	3701.16
36017	27.7	57090	13637.18	21.35	10.3	27.7	3687.42	3693.90666666667	3673.59	3713.13
36019	22	64371	13628.76	29.76	19.3	49	3698.77	3708.154	3688.45	3727.01
36021	18.9	72171	14271.84	20.4857142857143	18.9	22.4	3793.4	3781.34285714286	3757.05	3816.95
36023	10.3	65019	13630.83	23.1	10.3	30	3673.59	3687.10125	3673.59	3697
36025	18.3	55835	13774.7	22.0888888888889	17.5	28.3	3713.13	3730.08111111111	3687.42	3782.3
36027	20	89486	14562.98	20.7125	18.9	23.6	3816.95	3810.48375	3770.95	3848.67
36029	26.1	67607	13842.57	23.45	18.6	26.5	3692.49	3692.09833333333	3673.4	3716.15
36031	24.6	65902	13652.36	24.3285714285714	19.3	33.9	3701.63	3722.11	3688.45	3769.29
36033	19.3	57790	13130.09	22.3	19.3	24.6	3688.45	3698.3975	3688.45	3704.74
36035	17.5	55841	14193.42	20.45	17.5	24.8	3727.41	3733.4675	3698.07	3759.95
36037	26.5	64483	14525.8	25.6428571428571	22.8	28.1	3682.38	3686.09428571429	3673.4	3692.49
36039	20.2	64058	14236.93	21.2857142857143	18.3	28.3	3757.05	3761.09857142857	3713.13	3793.4
36043	20.7	58822	13566.86	20.5571428571429	17.3	23.7	3698.07	3712.19285714286	3693.05	3748.44
36045	19.5	57300	13749.9	23.5	19.5	30	3706.65	3700.12	3691.29	3706.65
36047	8.5	53808	16509.32	12	7.6	18.3	3940.46	3934.284	3927.95	3940.46
36049	23.7	59877	13405.76	20.9166666666667	17.3	23.7	3693.05	3702.565	3693.05	3708.01
36051	26.9	67532	13598.48	25.1714285714286	19.2	31.1	3685.37	3683.29	3673.4	3691.42
36053	22.9	67122	13726.14	20.1571428571429	10.3	27.7	3692.76	3695.61142857143	3673.59	3708.01
36055	25.4	69363	15198.14	26.7666666666667	22.6	31.1	3691.42	3687.97333333333	3682.38	3696.95
36057	18.8	55000	14230.87	21.4	17.1	28.3	3748.44	3733.73428571429	3698.07	3763.58
36059	23.7	114662	16465.82	17.3833333333333	4.6	25.3	3919.86	3897.07666666667	3848.67	3934.03
36061	18.3	89291	16237.04	10.8166666666667	4.6	18.3	3927.95	3926.34166666667	3904.8	3940.46
36063	22.8	65275	15234.31	25.875	22.8	28.1	3690.84	3688.1175	3682.38	3692.49
36065	17.3	61842	13716.46	21.3666666666667	17.3	23.7	3708.01	3700.39833333333	3692.76	3708.01
36067	19.3	71545	13680.24	20.7	10.3	30	3697	3691.902	3673.59	3704.87
36069	31.1	71483	13747.38	28	22.6	40.5	3684.96	3688.40428571429	3681	3696.95
36071	19.2	85312	14641.77	19.4	13.4	28.8	3835.84	3823.75	3763.62	3876.28
36073	28.1	55530	15363.02	25.7	22.8	28.1	3686.76	3687.85	3682.38	3691.42
36075	21	59137	13830.73	21.9571428571429	17.3	30	3704.87	3699.09	3691.29	3708.01
36077	22.6	60490	13811.44	22.075	17.3	28.3	3705.63	3710.815	3687.42	3748.44
36079	21.5	111425	14662.73	19.9333333333333	16.7	21.8	3838.41	3848.52166666667	3816.95	3876.28
36081	8.5	64475	16525.61	16.2857142857143	4.6	33.3	3934.03	3934.77428571429	3919.86	3962.01
36083	22.4	76726	13889.22	22.7625	18.9	30.4	3778.01	3769.31625	3755.14	3793.4
36085	17.1	85788	15729.3	15.6285714285714	7.6	33.3	3938.64	3938.93	3924.51	3962.01
36087	16.7	98801	14938.66	18.1	13.4	21.5	3876.28	3867.66166666667	3835.84	3904.8
