ranger2_index	F1_scores
ranger2_136	0.923076923076923
ranger2_157	0.91304347826087
ranger2_165	0.886075949367089
ranger2_104	0.864864864864865
ranger2_83	0.853333333333333
ranger2_205	0.84968152866242
ranger2_200	0.846153846153846
ranger2_312	0.843915343915344
ranger2_332	0.840955631399317
ranger2_1149	0.837209302325581
ranger2_206	0.836315440689198
ranger2_1218	0.836311651179414
ranger2_277	0.83289124668435
ranger2_266	0.832669322709163
ranger2_341	0.831721470019342
ranger2_1059	0.831683168316832
ranger2_86	0.830769230769231
ranger2_1031	0.8300395256917
ranger2_91	0.827687776141384
ranger2_1230	0.827096774193548
ranger2_281	0.826271186440678
ranger2_1022	0.825870646766169
ranger2_253	0.82560706401766
ranger2_34	0.824773413897281
ranger2_271	0.824611032531825
ranger2_1057	0.824324324324324
ranger2_9	0.824074074074074
ranger2_53	0.823529411764706
ranger2_1133	0.823225806451613
ranger2_333	0.823094004441155
ranger2_45	0.822916666666667
ranger2_258	0.82274741506647
ranger2_254	0.822299651567944
ranger2_287	0.821428571428572
ranger2_1264	0.82088565763384
ranger2_1262	0.820338983050847
ranger2_52	0.820031298904538
ranger2_1020	0.818840579710145
ranger2_1018	0.81791483113069
ranger2_1061	0.8176
ranger2_1375	0.816724738675958
ranger2_202	0.815988973121985
ranger2_1242	0.815533980582524
ranger2_1028	0.815506101938263
ranger2_193	0.815294880103694
ranger2_1007	0.814814814814815
ranger2_1203	0.814580031695721
ranger2_293	0.814213197969543
ranger2_231	0.813895781637717
ranger2_345	0.813704496788008
ranger2_1502	0.813186813186813
ranger2_274	0.8125
ranger2_204	0.811965811965812
ranger2_1	0.81149012567325
ranger2_6	0.810477657935285
ranger2_1142	0.810126582278481
ranger2_286	0.810089020771513
ranger2_154	0.810071942446043
ranger2_1378	0.810035842293907
ranger2_1239	0.81
ranger2_150	0.809893992932862
ranger2_1067	0.809775429326288
ranger2_1005	0.809234507897934
ranger2_1004	0.808823529411765
ranger2_63	0.808219178082192
ranger2_1494	0.807843137254902
ranger2_1039	0.806335493160547
ranger2_1043	0.806312769010043
ranger2_203	0.805732484076433
ranger2_1026	0.80561122244489
ranger2_298	0.805369127516779
ranger2_1219	0.804733727810651
ranger2_180	0.804347826086957
ranger2_147	0.804020100502513
ranger2_1114	0.803892215568862
ranger2_326	0.803587443946188
ranger2_1029	0.802650957290133
ranger2_197	0.802621995630007
ranger2_1199	0.80250347705146
ranger2_1001	0.801980198019802
ranger2_1170	0.800851970181044
ranger2_224	0.800604229607251
ranger2_1013	0.800315706393054
ranger2_111	0.8
ranger2_1268	0.8
ranger2_192	0.799431009957326
ranger2_290	0.79901558654635
ranger2_292	0.799007444168735
ranger2_265	0.798977853492334
ranger2_51	0.798927613941019
ranger2_303	0.798387096774194
ranger2_1053	0.798165137614679
ranger2_1049	0.798069187449718
ranger2_1527	0.797843665768194
ranger2_1023	0.797697368421053
ranger2_134	0.797250859106529
ranger2_221	0.797190517998244
ranger2_255	0.796961325966851
ranger2_166	0.796886058032555
ranger2_1192	0.796875
ranger2_1495	0.796862745098039
ranger2_184	0.79664570230608
ranger2_119	0.796581196581197
ranger2_1032	0.796264855687606
ranger2_263	0.79606188466948
ranger2_1194	0.796033994334278
ranger2_1161	0.795918367346939
ranger2_1261	0.795751633986928
ranger2_158	0.795019157088123
ranger2_1010	0.794892258579409
ranger2_64	0.794805194805195
ranger2_228	0.794270833333333
ranger2_1047	0.794117647058824
ranger2_62	0.79375
ranger2_1072	0.791955617198336
ranger2_30	0.791569086651054
ranger2_1069	0.791483113069016
ranger2_38	0.791127541589649
ranger2_272	0.791044776119403
ranger2_1042	0.790661478599222
ranger2_344	0.790528233151184
ranger2_1050	0.789779326364692
ranger2_1058	0.789699570815451
