ranger2_index	F1_scores
ranger2_276	0.789473684210526
ranger2_185	0.789272030651341
ranger2_1248	0.789115646258503
ranger2_305	0.788961038961039
ranger2_87	0.788732394366197
ranger2_310	0.788598574821853
ranger2_190	0.788571428571428
ranger2_3	0.788461538461539
ranger2_1066	0.788135593220339
ranger2_1017	0.788064269319051
ranger2_279	0.787234042553192
ranger2_17	0.786776859504132
ranger2_110	0.786764705882353
ranger2_59	0.786596119929453
ranger2_1008	0.78646934460888
ranger2_1025	0.786253143336127
ranger2_273	0.786206896551724
ranger2_32	0.786127167630058
ranger2_346	0.786069651741294
ranger2_1016	0.786046511627907
ranger2_37	0.785834738617201
ranger2_1033	0.785822021116139
ranger2_29	0.785340314136126
ranger2_306	0.785211267605634
ranger2_1526	0.784251968503937
ranger2_211	0.783783783783784
ranger2_1014	0.783582089552239
ranger2_156	0.783549783549784
ranger2_1129	0.782608695652174
ranger2_182	0.782608695652174
ranger2_1030	0.7824
ranger2_140	0.782287822878229
ranger2_223	0.781609195402299
ranger2_1003	0.781456953642384
ranger2_207	0.781431334622824
ranger2_226	0.781316348195329
ranger2_230	0.781299524564184
ranger2_308	0.780952380952381
ranger2_1243	0.780821917808219
ranger2_1377	0.780786026200873
ranger2_159	0.780748663101604
ranger2_1037	0.780399274047187
ranger2_1052	0.780049059689289
ranger2_172	0.779661016949152
ranger2_249	0.779569892473118
ranger2_238	0.779547359597653
ranger2_1060	0.779369627507163
ranger2_89	0.778864970645793
ranger2_173	0.778761061946903
ranger2_11	0.778443113772455
ranger2_1175	0.777934936350778
ranger2_1091	0.777889447236181
ranger2_1012	0.777777777777778
ranger2_291	0.77734375
ranger2_1236	0.776951672862453
ranger2_1164	0.776659959758551
ranger2_163	0.77602523659306
ranger2_1259	0.775577557755776
ranger2_1062	0.775313404050145
ranger2_330	0.77511961722488
ranger2_288	0.775097276264591
ranger2_1021	0.775
ranger2_153	0.77370417193426
ranger2_1241	0.773662551440329
ranger2_329	0.773471145564169
ranger2_133	0.773333333333333
ranger2_1006	0.772378516624041
ranger2_94	0.772058823529412
ranger2_300	0.771971496437055
ranger2_164	0.771300448430493
ranger2_1038	0.770700636942675
ranger2_106	0.770588235294118
ranger2_1371	0.769945778466305
ranger2_35	0.769759450171821
ranger2_179	0.76969696969697
ranger2_282	0.769596199524941
ranger2_222	0.769041769041769
ranger2_1143	0.767790262172285
ranger2_152	0.767634854771784
ranger2_261	0.767123287671233
ranger2_196	0.766839378238342
ranger2_54	0.766467065868264
ranger2_1372	0.766233766233766
ranger2_304	0.766222222222222
ranger2_229	0.766140602582496
ranger2_275	0.765486725663717
ranger2_1009	0.764912280701754
ranger2_186	0.764857881136951
ranger2_1046	0.764649375600384
ranger2_1015	0.764595103578154
ranger2_71	0.764397905759162
ranger2_171	0.764158918005072
ranger2_199	0.764132553606238
ranger2_135	0.763636363636364
ranger2_1529	0.762677484787018
ranger2_1498	0.762148337595908
ranger2_1024	0.761904761904762
ranger2_260	0.761760242792109
ranger2_1036	0.76063829787234
ranger2_1011	0.75990675990676
ranger2_331	0.759643916913947
ranger2_175	0.759036144578313
ranger2_1373	0.758964143426295
ranger2_208	0.757281553398058
ranger2_262	0.756653992395437
ranger2_151	0.756013745704467
ranger2_257	0.755980861244019
ranger2_176	0.755832037325039
ranger2_55	0.755681818181818
ranger2_245	0.754189944134078
ranger2_1019	0.753993610223642
ranger2_269	0.753424657534247
ranger2_309	0.751851851851852
ranger2_294	0.751789976133651
ranger2_295	0.751121076233184
ranger2_1166	0.75
ranger2_201	0.75
ranger2_88	0.75
ranger2_1158	0.748923959827834
ranger2_155	0.748244734202608
ranger2_178	0.747553816046967
ranger2_56	0.746928746928747
ranger2_194	0.745098039215686
ranger2_1054	0.745033112582781
ranger2_252	0.744801512287335
ranger2_256	0.743119266055046
ranger2_127	0.741721854304636
ranger2_299	0.740740740740741
ranger2_268	0.736842105263158
ranger2_219	0.736486486486487
ranger2_283	0.735849056603774
ranger2_328	0.732824427480916
ranger2_170	0.731707317073171
ranger2_235	0.730650154798761
ranger2_60	0.728476821192053
ranger2_177	0.728057553956834
ranger2_5	0.726072607260726
ranger2_302	0.725761772853186
ranger2_301	0.715372907153729
ranger2_41	0.7125
ranger2_225	0.708333333333333
ranger2_167	0.7
