DRUG_ID	r2_score_1	r2_score_2
182	0.739416898604348	0.599495032813682
136	0.718594383026963	0.561697585096059
170	0.688896442668899	0.55052399566125
200	0.682733740436776	0.674712081405456
1149	0.670077958037197	0.616132852512431
268	0.622635563828916	0.579477172334081
157	0.605994999502587	0.531290824589192
1012	0.595019468452467	0.577131278325484
274	0.553690588376558	0.544159439994049
165	0.54538913388387	0.539636579566078
180	0.537588613147506	0.437952201035693
308	0.505403314832031	0.4209966790861
276	0.491366124045247	0.434851253447307
104	0.486060500788791	0.382861813793943
1161	0.458199864208012	0.414176393363881
1057	0.458150555874539	0.441045670613596
272	0.441778906030017	0.399301194872741
1242	0.43837967245302	0.387445646171693
346	0.435705137049188	0.401676033595166
1003	0.434185852319304	0.395224226464028
53	0.433285035692978	0.367632629306258
173	0.420804040217636	0.367985495596143
1004	0.415370754920459	0.416814696997687
83	0.40441023375069	0.335931327683422
333	0.39941109280562	0.393018277564605
86	0.399000648819641	0.349539739111359
87	0.376524026426198	0.324483858016638
167	0.373611823046474	0.324425662182361
1142	0.372266998306249	0.303078149362309
11	0.37131575499904	0.361187832158218
190	0.368400302268117	0.381608055318585
45	0.36750243038774	0.330168882590182
88	0.36619988856386	0.329944763803856
1024	0.362865093233215	0.336642334047237
273	0.35708800958747	0.286849190105887
1239	0.35664501205911	0.352212764900651
1243	0.351986328962455	0.305010035770914
133	0.343715049115831	0.32019472075331
254	0.343003827859747	0.342211398165917
9	0.339429977909955	0.305148923978209
172	0.336143028348071	0.323762221116567
345	0.332508354198629	0.329951901001671
1262	0.322246677628852	0.318189629215075
253	0.321299485314138	0.314713182621019
258	0.320202862539622	0.312556086032512
230	0.315201335471952	0.318604781135792
1526	0.30750130997116	0.274496084882154
204	0.307430974535411	0.282486811377181
286	0.3054020691668	0.291227766966623
266	0.301062595639253	0.287771963499734
332	0.29981937888623	0.298511456182394
135	0.299777985864189	0.307016687771928
331	0.299083198474587	0.290228383454832
235	0.293591956378356	0.297250545856054
312	0.293514970180107	0.287323067081001
41	0.290219949485321	0.265361512180643
1378	0.289752342986838	0.236709747430655
1014	0.288037062645416	0.253807741287661
1054	0.28725551717332	0.270149496850861
1059	0.287099016591618	0.26067449106037
60	0.284049584985675	0.268476594118119
1372	0.283687369353281	0.294894778097874
291	0.281642189548894	0.278866847213513
256	0.278204373002316	0.265680942942153
1028	0.27797541353574	0.264283916610925
140	0.275668715758048	0.251554251745832
341	0.2746087690842	0.270055918068228
298	0.273069467721985	0.259018548349544
328	0.27223762910963	0.246435107938803
1498	0.271946954111836	0.265775701089041
206	0.271077279686802	0.273712880744069
290	0.270117708874696	0.2705463897704
211	0.269713974845237	0.266109939080098
55	0.267208693930891	0.265815716046908
271	0.266444772568156	0.26382919341908
1248	0.265588520266586	0.271912463906374
231	0.263937819709695	0.265917978048884
205	0.263499938914995	0.247972444840679
1031	0.26199881175471	0.252915110102841
1022	0.261671870323548	0.228820277047858
1020	0.260807364568636	0.267317994972183
17	0.255568668663321	0.242778404801852
194	0.253194238665491	0.232776473571125
224	0.251066490907093	0.235962868871989
151	0.25039110153378	0.231338857911768
1049	0.249851542316421	0.253123435404769
29	0.249255266816011	0.240032977004416
3	0.248367979531507	0.20578378774383
1199	0.24633119640672	0.24287400045644
1375	0.245418308317943	0.249122781064953
252	0.245169125554252	0.220621217092265
150	0.24500907000047	0.239414837595476
1264	0.243866317309281	0.235039550538269
302	0.242687458519079	0.212534490131102
37	0.242044442889071	0.233240629004698
221	0.239948504459476	0.232255694941329
1018	0.239665409135654	0.233381911566937
201	0.235981928578133	0.247740713349758
71	0.235510360114886	0.225792133172944
1061	0.234973488094875	0.232918527856871
299	0.234836990542952	0.220520160886627
1006	0.234266537033899	0.221011160346525
1033	0.233318917535914	0.229352726879974
163	0.232588027340885	0.205004831029664
304	0.232507291283642	0.21989970190849
178	0.231936241567615	0.2326211015978
134	0.231261625267956	0.193372289713175
1373	0.22989958448831	0.22144668438091
245	0.229808222978415	0.198908283623203
281	0.229478497711053	0.211740955327298
293	0.229429661534436	0.216044532429749
1037	0.229377121296655	0.229436677724585
262	0.229317006448436	0.245605140464086
30	0.226178142611833	0.210303278738297
196	0.226007750175085	0.191796581295062
1036	0.225915995846053	0.217971973490275
1015	0.225468892475643	0.213287514370535
51	0.225336616460599	0.189006300024616
283	0.224823806710039	0.229203002528385
32	0.223908653513261	0.221543767938361
1047	0.222350557536464	0.232539513692014
1371	0.222265762585381	0.212341530881382
1143	0.220766252145627	0.206879678173097
1494	0.21965228676886	0.201644111593817
203	0.217204062206741	0.197744152329736
1017	0.216724951329965	0.201107972741024
177	0.215343325193776	0.19679921763476
193	0.214824439877191	0.196682691202504
63	0.214791022951469	0.173022319847393
1030	0.214394909377445	0.211084561073114
91	0.21359060201649	0.203984720457516
288	0.208845976347773	0.185979052560741
1058	0.208725647490347	0.207992473177011
303	0.206785351124823	0.19915476770732
54	0.204514864259042	0.197464894097203
219	0.203354984277467	0.203364326581662
1158	0.203260122413304	0.214611723663282
309	0.20229850447366	0.200186178691838
269	0.201761939020822	0.199205363230369
106	0.200554781412713	0.216470606412275
279	0.200242547766316	0.190568242287234
263	0.199933311004945	0.182157162960257
1009	0.199238198453958	0.19685321614867
35	0.198601098346193	0.183869317131406
89	0.197197158659253	0.19545924925956
176	0.196961767434903	0.182614940647702
159	0.196331506383076	0.192337515306894
64	0.196184830857967	0.20591667434098
301	0.194683993768451	0.170485353896026
56	0.194504975082566	0.182273078707211
1046	0.192790418824846	0.185272212530868
1008	0.192616528813189	0.178375792904351
330	0.192552244298104	0.190871963455204
1261	0.19209739865677	0.17535117835788
111	0.190609934892179	0.156973349737296
1019	0.189817943656331	0.181855948489885
1016	0.188523611292016	0.1685022516812
1203	0.18739242771919	0.163481543710122
1529	0.186801581363295	0.190753278772771
277	0.186675602086766	0.177515481718137
5	0.186226888765883	0.186405839354565
255	0.18518148932813	0.174311645856659
1013	0.185014605782202	0.194304811814007
207	0.183915111824872	0.170423027863396
1021	0.182682860998898	0.179068245051633
1194	0.181392411040185	0.182438586284928
1060	0.18127502388556	0.170217060577924
310	0.180797903474555	0.171678881903704
326	0.179983463744722	0.172124495476342
294	0.179074548189648	0.165084044990526
152	0.17886237678575	0.180792560885733
1170	0.178517184225373	0.157209908987362
199	0.178159628745224	0.163892372109037
260	0.177800549507459	0.165067093547758
1001	0.17768327763945	0.16855236153741
127	0.17685628508755	0.184697347998394
300	0.176407726861953	0.183553017029333
1502	0.175496355451577	0.179387180516408
1236	0.174718241967168	0.162205948271997
34	0.174174646599196	0.1663555659258
1495	0.172745440931289	0.174012084685643
94	0.172159936892815	0.18692641009907
1025	0.16994302051992	0.157989795049312
223	0.168168014734168	0.192553618141843
1039	0.167375152557956	0.163199607919126
164	0.165687372438243	0.127818894105765
261	0.165136677607932	0.145743850282595
1011	0.164796692091467	0.143665847412566
158	0.161862495700426	0.157945670877576
1268	0.160943362290385	0.160420625536347
225	0.16032541315014	0.139738553203956
1067	0.157734053088526	0.136470872802719
1066	0.157414279486491	0.143940076510577
329	0.157343208488211	0.152379814114601
1527	0.156798106302486	0.158679610483834
38	0.156468401666654	0.142042503724974
229	0.156361913843973	0.151282552486501
153	0.156331037568151	0.14613169440727
1005	0.155867767199632	0.161007419626549
1069	0.15486661021972	0.146153559971826
306	0.154333252357792	0.14979661703109
1218	0.154308591220338	0.148409720206824
186	0.154269705015751	0.146388848227438
1026	0.154262702394763	0.161953273782477
1377	0.154228625409995	0.149818997156382
6	0.154161606975672	0.146110749908062
344	0.154139216634318	0.134486163498581
1032	0.153276010556167	0.155832728874743
59	0.15320942579345	0.147492358091028
147	0.152515453331845	0.14802957962319
166	0.15120468983122	0.146586410950488
1062	0.150061512472865	0.127983243125149
1010	0.149910841683192	0.152943214032023
1164	0.14983072077025	0.133527065521667
155	0.148620969287221	0.137443941864374
1192	0.146369694126354	0.137524700390839
282	0.145529654706516	0.152546140242292
222	0.144611179847418	0.156648000645801
305	0.144330790295575	0.146065400394727
156	0.143575400802817	0.152253783825887
265	0.142715933120638	0.155450957892655
238	0.142423863657886	0.139787533093103
1038	0.142214145632351	0.134870456568735
1007	0.14193001847425	0.101154450717254
110	0.141899677277925	0.134921431037959
295	0.141722487606808	0.168269424619706
175	0.140117278160634	0.125298772134172
179	0.139785377749947	0.128957161525911
292	0.139710028349173	0.150712757104789
1050	0.139540829993281	0.137076456535614
1	0.139128451601399	0.137159316219594
208	0.138538805322075	0.147744977263941
197	0.138195576404335	0.138202844532969
226	0.135703329884692	0.143868774820287
1175	0.135330194662828	0.123214812790544
1230	0.135249265974426	0.118327313580146
1052	0.134568016474107	0.124340935919108
184	0.134507556814674	0.146189163720935
1259	0.13404665961031	0.164409044145547
1129	0.133899431304287	0.135177661329233
249	0.133647396020115	0.125832767740037
119	0.132856146754967	0.118352189472892
257	0.132504343877701	0.155122688877234
1133	0.132368802736135	0.142088651806618
228	0.131552452544425	0.118021791742217
171	0.129149827371158	0.117560134255614
275	0.128687808755149	0.110455835367773
1114	0.127400496689491	0.131662392862217
1053	0.126162709800599	0.099227065019064
62	0.126155988186632	0.102971426807247
1043	0.12422434776462	0.126484115736271
154	0.123616887503193	0.122547387380536
192	0.121920667878288	0.111732463084095
287	0.121270750665921	0.114590560156948
1241	0.11993324251404	0.130057194785189
1023	0.119240709713822	0.0999736110304374
52	0.112167353069857	0.109530490990269
1072	0.102219308710593	0.0914459642722767
202	0.101147993651287	0.0919830037080758
1219	0.0961622089615614	0.0913178126163444
1042	0.0951593624196977	0.0978343275886299
185	0.0938300036356419	0.10443854004073
