Cell_line	rho	pval	num__of_drugs
1298219	0.974228675131223	2.08502477942633e-81	125
1298222	0.972251615460364	5.45646664886175e-82	129
1298223	0.98025830592059	1.12542672285087e-104	148
1298226	0.981364984747511	3.32450460228391e-107	149
1298347	0.975491583930183	1.30645140426626e-121	184
1298348	0.978379756551938	9.15258389159579e-100	145
1298349	0.979467122934811	9.58858634901372e-103	147
1298350	0.965398915594737	4.59542736011748e-97	165
1298351	0.982719245856502	1.09034985099731e-81	111
1298352	0.944736639147552	1.64521631414549e-92	189
1298353	0.968942453499792	7.24084051865145e-104	170
1298355	0.982874713590801	3.64732468495275e-81	110
1298356	0.977874002662078	5.22442907668909e-129	189
1298357	0.976864894052069	2.86121498446262e-86	128
1298358	0.979491657598314	2.18277134455028e-101	145
1298359	0.978890976067259	5.36824248362093e-77	111
1298362	0.974737775934981	4.23796652077599e-74	113
1298365	0.981191584843335	5.92093366086093e-69	96
1298475	0.980899545069669	4.81572633243274e-85	119
1298476	0.975752295061469	1.20456967208551e-87	132
1298526	0.969554671941585	3.04698263054573e-78	127
1298529	0.980624408017797	1.88958333916175e-119	168
1298531	0.968091767443463	2.60167003768142e-61	101
1298533	0.98181721961155	3.76118803522231e-110	152
1298534	0.962549333255349	2.02175242268331e-74	130
1298537	0.985948252559739	5.07475778458614e-106	136
1298538	0.970724164992114	2.93353753985895e-84	135
1298539	0.978440325881162	9.59069305724142e-85	123
1299050	0.975319078179996	2.17289423064236e-69	105
1299051	0.977932210788737	1.85860626313995e-83	122
1299052	0.973258100128852	7.17069827267349e-53	82
1299059	0.982021592644057	1.86776971795423e-97	134
1299061	0.964093150949141	1.27720424216554e-42	73
1299062	0.976475870652472	8.59494562513266e-74	110
1299064	0.972716816798102	6.63600662698794e-73	114
1299067	0.983683245433837	7.328775270542e-63	84
1299070	0.97905886548998	1.77922903788047e-67	97
1299075	0.969897182387692	7.69189785957048e-99	160
1299078	0.972421893504526	2.00287119773482e-83	131
1299080	0.973832953678343	9.13091805559793e-58	89
1299081	0.973286333716429	1.45127523791205e-69	108
1303896	0.980359054848428	4.29469516425587e-51	72
1303897	0.974561465329269	8.60390953982482e-108	165
1303900	0.980183427220735	7.13274364183308e-123	174
1303912	0.978084486093999	1.15151491895032e-98	144
1322212	0.975438596491228	8.08462348806336e-06	19
1322213	0.976118544102335	4.30478141952664e-80	120
1322218	0.979594042128091	4.21030391669837e-70	100
1322224	0.975411413998794	5.92072217338219e-111	168
1323913	0.964446273972211	3.48687855897512e-60	103
1327765	0.965146602560985	2.00755097206426e-28	48
1327766	0.974835353424128	4.18242951797746e-95	145
1327768	0.979483342691048	1.60411412772036e-89	128
1327769	0.95720720252647	1.17444912738195e-55	102
1327771	0.97692744839487	6.49214345950414e-75	111
1327773	0.982130960740436	8.98860512106385e-44	60
1327774	0.97426050475655	1.78373683176262e-55	85
1327775	0.983505056380265	8.38620262314097e-80	107
1330931	0.971848246773431	8.06807542889301e-78	123
1330933	0.985846208236725	1.03439629070218e-81	105
1330935	0.974973335903387	6.0800914110025e-113	172
1330941	0.982113854777304	3.83958470243246e-104	143
1330942	0.973383238896841	2.58981751953335e-120	187
1330943	0.972184331416698	6.35023001630207e-82	129
1330947	0.982065636029737	6.43211410350249e-54	74
1330948	0.992260426064625	4.84837178566288e-36	40
1330950	0.981496833539134	1.00255714196483e-70	98
1330964	0.984721994420729	1.52287431396535e-49	65
1330972	0.980041226515412	3.56856392165021e-114	162
1330973	0.964151594993551	1.56774254549897e-34	59
1330982	0.980976630729882	5.24013190063652e-78	109
1330983	0.975264775789436	2.58711681430486e-71	108
1330984	0.973578035972494	5.93225282683605e-66	102
1330985	0.975600539991717	1.03346451004858e-96	146
1330987	0.983111523070066	4.2232930760926e-91	123
1330991	0.977765294020962	8.31650584617674e-61	89
1330993	0.980894587253498	1.18657928155312e-43	61
1330994	0.981195637316786	3.12143189080621e-35	49
1330995	0.962116321189192	1.89772439069909e-111	196
1331025	0.967856437520904	1.22159362456327e-108	180
1331031	0.979371337159784	1.37300933043666e-86	124
1331032	0.974878879367318	2.83325061874715e-89	136
1331033	0.981550527644005	3.50865513113951e-67	93
1331034	0.980432332194015	2.17440181036004e-89	126
1331035	0.979782346560408	3.12628236853324e-117	167
1331036	0.982680672892498	2.12460626033214e-57	78
1331037	0.972964563280695	3.29825539443671e-71	111
1331038	0.973735132968379	1.67828781336074e-63	98
1331039	0.98413574979777	1.70277265675173e-96	128
1331040	0.959427069269479	1.09670346928371e-71	129
1331045	0.983414046833422	3.32648395044653e-104	140
1331048	0.976102776230779	4.30622591879195e-74	111
1331049	0.972500481376598	3.10335099438216e-82	129
1331050	0.957760092290146	4.50221702253893e-102	187
1479987	0.971090888148607	2.87435104088472e-70	112
1479988	0.978897848474347	1.78042031015194e-62	90
1479991	0.963052224374192	1.26832861485825e-45	79
1479992	0.968718617324731	4.77104081640795e-55	90
1479993	0.968600965020682	8.82624162484373e-74	121
1479994	0.975398940303189	1.41194024161071e-59	90
1479995	0.974757556612937	6.22290829663219e-67	102
1480358	0.976448638913542	4.04246978995447e-85	127
1480359	0.968880897745395	2.26642449264405e-31	51
1480360	0.953144897318733	2.68535290938798e-43	82
1480361	0.977899303173181	7.08145925924759e-74	108
1480362	0.978049595931159	3.9435830667858e-78	114
1480364	0.961586171241959	1.78227284113161e-71	126
1480371	0.981008521542418	1.78968028080636e-84	118
1480372	0.9694961274659	1.87165753292707e-71	116
1480374	0.970971762891697	1.5606431860999e-74	119
1503361	0.959978668320431	5.59811578382678e-46	82
1503362	0.979994638893966	4.11079228797564e-50	71
1503363	0.952479263500636	2.1474873702356e-52	100
1503364	0.965163937944336	8.92826288120323e-31	52
1503365	0.989451629863151	5.39057070741657e-79	94
1503366	0.957985743713274	4.68722165666058e-50	91
1503367	0.95643667409839	2.81283026687166e-55	102
1503368	0.96744248344887	4.34815160313292e-59	98
1503369	0.96714038922937	9.29803071835318e-46	76
1503370	0.972001944897442	1.30624507568772e-54	86
1503371	0.972724718227956	1.85801221135054e-75	118
1509073	0.976476052265904	5.16437547827352e-41	61
1509074	0.975126447363385	4.29562260017966e-77	117
1524414	0.987321888289434	2.38241896041423e-79	99
1524415	0.976812688553661	2.65474273766636e-53	79
1524416	0.956797287394062	2.67407900398338e-53	98
1524417	0.976942554190521	2.51027079295583e-82	122
1524418	0.961435294471559	2.66969690178212e-48	85
1524419	0.962134611553201	3.00686489395353e-41	72
1659817	0.977926793128533	1.24146389743761e-76	112
1659818	0.943035181335466	6.5372477885284e-15	30
1659819	0.955067221284412	2.8725040383316e-23	43
1659823	0.978299282727361	2.75447707903821e-39	57
1659928	0.931048387096774	0	31
1660034	0.976360527130731	1.16012738478141e-59	89
1660035	0.978250458012892	2.95273669500673e-87	127
1660036	0.975909509413461	6.64534851494631e-74	111
1674021	0.975378058080199	1.09800713431747e-76	116
683665	0.974542737381727	1.22821364377885e-85	131
683667	0.975956683743599	2.7559557331296e-73	110
684052	0.971946777060578	5.9373830582307e-83	131
684055	0.976355104834042	5.17410948262494e-83	124
684057	0.978339837259787	2.28895366627346e-87	127
684059	0.963684736565284	1.32297213007866e-62	108
684062	0.975809198158998	2.25598876144778e-88	133
684072	0.975968995434112	6.47102630421741e-84	126
684681	0.977565773376252	4.25502621430931e-127	187
687448	0.974524774877947	4.1525816718771e-79	121
687452	0.972333249547643	3.33756361648232e-73	115
687455	0.966432405089296	1.63930782244656e-84	142
687457	0.977958235492466	3.58669580349986e-99	145
687459	0.984694710839416	1.80803196762363e-97	128
687505	0.974702446018519	7.62532118174355e-69	105
687506	0.979747283148547	1.7929335315723e-95	136
687514	0.972810657595361	6.87531939766992e-68	106
687561	0.983915624805234	1.27285990047275e-94	126
687562	0.970207791933378	1.12656538854495e-80	130
687563	0.975186506648866	5.8796127017897e-68	103
687568	0.968470398797793	6.13304185874887e-81	133
687586	0.987263109297167	1.16271224324971e-109	137
687588	0.981125393585778	8.54177455734115e-102	142
687590	0.97510996460051	8.48906191803064e-114	173
687592	0.96713474968997	1.18194211338598e-66	111
687596	0.977520823581131	2.45228269287634e-84	124
687600	0.959515639988922	4.85261804180057e-123	222
687777	0.98128753755149	1.72857763186224e-103	144
687780	0.959088417113269	9.17531530822525e-64	115
687787	0.965102951097003	6.22600987975274e-77	131
687798	0.971327237801429	1.73951626623179e-100	160
687799	0.971314016570005	1.03552975717825e-81	130
687800	0.911097657453392	3.70228511298836e-07	17
687802	0.976940655768612	4.59277447574392e-91	135
687804	0.979563778943811	1.09075094317558e-135	194
687807	0.968856220675601	2.38909209507793e-135	222
687812	0.981322740107638	5.40049991619412e-77	107
687814	0.974870218244801	1.32370026108652e-105	161
687815	0.981605892138934	2.85146221278274e-85	118
687816	0.963554321576963	4.31521372951264e-40	69
687819	0.984371597984458	2.76004798927409e-114	151
687820	0.975013413583509	3.45267868890444e-84	128
687821	0.982748951968178	2.66032207383367e-102	139
687829	0.986778580928458	1.32921237028223e-85	108
687980	0.989047245795987	3.89857951101342e-23	28
687983	0.973884231534811	7.6783437027445e-118	182
687985	0.975543356641627	5.70435019082774e-65	98
687995	0.981864166709093	1.88058103126748e-83	115
687997	0.978119746504556	1.1852732945342e-137	201
688001	0.96952464368234	5.43753886157437e-77	125
688006	0.980263367934931	1.30104228483856e-121	172
688007	0.978109440750247	1.17179263356879e-124	182
688010	0.976902289305819	3.49772826003772e-70	104
688011	0.983792815578724	1.34981566250823e-120	161
688013	0.978362840332669	1.34426083813324e-106	155
688014	0.980563532800651	2.66130342717066e-141	199
688018	0.972615388789371	3.13274944833872e-98	154
688021	0.972107916059328	1.97411224241622e-142	225
688022	1	1	2
688023	0.971289514607129	4.57014755749504e-96	153
688025	0.968489907665975	4.11625754855906e-99	163
688026	0.96601356366344	2.8968319972708e-88	149
688027	0.975305456212253	1.02593634441035e-116	177
688031	0.973956554201984	6.93827795717609e-120	185
688058	0.971545384569419	2.52978631686504e-86	137
688086	0.977126497146964	1.04315038490434e-98	146
688087	0.982827919535087	6.16413277134711e-140	190
688121	0.978193349856128	1.67987996690307e-99	145
713869	0.984157715577532	1.3502674498367e-56	75
713878	0.965535741870175	2.82235666108899e-77	131
713880	0.97868207604879	4.3638598463945e-107	155
713885	0.982310348504487	1.01823975321211e-130	179
713899	0.984904414341661	1.48888679767275e-95	125
717431	0.978433768103191	1.74952211399321e-87	127
722045	0.974927471554534	1.34506358877799e-56	86
722046	0.980025064966087	1.64335268438126e-82	117
722058	0.977166668818119	5.19886363012193e-63	93
722066	0.96553271609172	1.28293735479441e-79	135
724812	0.984483080662481	3.23281965449932e-84	111
724825	0.976442491803758	2.76964976872685e-32	48
724828	0.963175844316063	5.0251796763264e-76	132
724831	0.980682990973504	3.11351745368544e-76	107
724834	0.972007598462006	4.48925160716247e-76	120
724838	0.956606564970536	3.28890758947507e-53	98
724839	0.96985773891952	2.39449871456235e-88	143
724855	0.975916748945211	3.48969577453722e-85	128
724859	0.963185692299118	3.44171637174465e-89	155
724863	0.955265141304341	7.05068431353338e-101	189
724866	0.980322406021646	1.02568214432255e-97	138
724868	0.98287917978174	8.66118571823485e-102	138
724869	0.970628212598671	6.94470483216271e-52	83
724870	0.986280741760526	1.60513688549397e-96	123
724872	0.972992394864912	7.7334378066141e-125	195
724873	0.97505747385195	2.06692240549028e-93	142
724874	0.971618961893959	9.0443137437544e-118	187
724878	0.979556813661033	8.69260935750206e-101	144
724879	0.977546232410561	2.47853161898032e-82	121
735784	0.981722297200228	5.6177801477911e-123	170
749709	0.982215139392665	1.37997120069606e-103	142
749710	0.974526317645677	3.71498312024757e-77	118
749711	0.974860905193787	7.36955134973242e-109	166
749712	0.983614232416492	1.63889201348454e-113	152
749713	0.96901033055421	1.82723623799072e-45	74
749714	0.974303123241213	6.39019331258983e-90	138
749715	0.974128632926929	7.53485317360925e-108	166
749716	0.9644249798543	1.61017832695107e-95	164
749717	0.965261597481918	3.7770375318427e-81	138
753531	0.970543611388237	5.2740100960343e-63	101
753532	0.980028752247461	2.42835492628633e-111	158
753533	0.984352798664338	1.40376443479446e-91	121
753534	0.975763003389926	9.84920384259672e-78	117
753535	0.972737456011951	7.99529879978373e-61	95
753536	0.976304387952104	1.31540692930576e-109	164
753538	0.983509718716429	3.11004631383459e-90	121
753539	0.965871115735746	3.94918645579452e-68	115
753540	0.969889056402489	3.73397027094831e-63	102
753541	0.977039823238386	2.58814021674429e-70	104
753545	0.978181905613954	5.8310343979141e-92	134
753546	0.982761325461512	1.68605232758672e-129	176
753547	0.978159394657949	5.02982888680828e-109	159
753548	0.983260217115433	2.29193580774698e-88	119
753549	0.976379515598511	1.02084526963415e-107	161
753551	0.974125942083314	8.74152569703506e-143	220
753552	0.977628693519249	1.11835484361411e-115	170
753554	0.981482279996688	2.19705732646036e-84	117
753555	0.968233036172128	3.63778488396028e-124	205
753556	0.976141757725706	7.89814228326342e-55	82
753558	0.972648996693172	5.213433655884e-90	141
753559	0.973916090617421	1.66253029134591e-78	121
753561	0.980476884322748	1.18186904224008e-98	139
753562	0.985176457163504	1.22077853549272e-100	131
753563	0.969074193510618	3.8919855688051e-85	139
753564	0.983117228380487	1.11984585167952e-103	140
753565	0.975581534025903	9.05071741955285e-89	134
753566	0.982158454565596	2.14614809175279e-82	113
753569	0.944638779267856	2.07754722074532e-23	47
753570	0.975820337323583	1.44781588879958e-60	91
753572	0.973704533741792	2.96798008927954e-60	93
753573	0.961212227815283	6.11886814268756e-55	97
753574	0.97266172365967	2.10312564245764e-68	107
753575	0.978629165262465	2.04096934371337e-88	128
753576	0.98309405706804	1.65300326683618e-95	129
753577	0.978137100581434	1.52664201197608e-77	113
753578	0.98026505897422	9.53551839107635e-100	141
753579	0.978929379120933	5.48967350131897e-122	176
753581	0.976929037766955	2.49617851016859e-127	189
753582	0.968912246012919	1.21302800527493e-74	122
753583	0.97688615067709	9.01109434398934e-106	157
753584	0.981937938901039	5.46804803547029e-114	157
753585	0.98651440733954	7.13756237575077e-116	147
753586	0.96086806360479	1.51670451754535e-71	127
753588	0.981489682562045	4.77333576358333e-116	161
753589	0.975129392501861	3.79342260500475e-134	204
753592	0.983427659244542	2.60885108673017e-95	128
753594	0.984268807213113	6.51126522316011e-130	172
753595	0.965306127169491	8.28229845107289e-65	110
753596	0.976976521926323	4.49871957839182e-87	129
753599	0.973345459184117	3.5275764674759e-122	190
753600	0.963998471818596	9.11297993614411e-74	127
753604	0.967116853599617	9.8320134040128e-49	81
753605	0.972566640248896	1.4850947242299e-90	142
753607	0.988813829352437	2.14859551835558e-65	79
753608	0.962625629217193	4.44681662871794e-67	117
753610	0.96494607832365	2.08681884243669e-56	96
753612	0.968482529523808	2.90302734073862e-94	155
753614	0.95736721958571	6.14247065637473e-65	119
753615	0.957515911511571	3.32962945176085e-29	53
753616	0.97898469597193	2.56053749970866e-119	172
753618	0.982232202423528	5.52372287057235e-108	148
753620	0.975701764699302	1.97510177472554e-105	159
753621	0.976691244040221	1.67962676842646e-107	160
753622	0.982060210331937	2.51908620660204e-103	142
753623	0.976700904951431	3.79071948688357e-100	149
753624	0.976555600564539	1.40291146598801e-86	129
905933	0.978006226799399	1.32821278242367e-100	147
905934	0.959285526926097	3.15888267053467e-62	112
905935	0.973900231768592	8.80310518680092e-80	123
905936	0.967568492756431	2.28662278388343e-60	100
905937	0.976384244403971	1.02008424594735e-91	137
905938	0.979352067395973	2.92479109900231e-87	125
905939	0.973555573823124	6.11263604840936e-75	116
905940	0.964221457642216	1.02668379372098e-79	137
905941	0.975426528360278	5.31170985011077e-109	165
905942	0.975506584595609	4.54461006398274e-113	171
905944	0.982496038177566	8.87630679984892e-86	117
905945	0.980014054697989	2.18262288159678e-80	114
905946	0.968523953758631	2.79717221430275e-91	150
905947	0.96968393099297	2.45588014002646e-51	83
905948	0.980501859390746	1.7950761971512e-123	174
905949	0.977421873149902	5.04221485277464e-32	47
905950	0.970847928837992	3.04064703157013e-58	93
905951	0.964821343520357	3.54626349567974e-34	58
905952	0.980820258164413	3.1545277825322e-84	118
905954	0.980090698649321	1.90415606643171e-92	131
905955	0.982479934601628	8.90601199258281e-124	169
905956	0.979449365350356	1.34776276545597e-84	121
905957	0.98478681605718	3.05273505084746e-121	159
905958	0.984071768162206	4.01554645866714e-91	121
905959	0.974432625679778	2.61646756039336e-67	103
905960	0.975428178063569	6.93724592935429e-92	139
905961	0.980514142039325	5.3532053624428e-81	114
905962	0.971907412978207	5.5266133911901e-76	120
905963	0.977061410987764	3.01908480767649e-62	92
905964	0.977126202507701	5.44146960403628e-94	139
905965	0.978653391443927	1.22804157112963e-63	92
905967	0.976038013286584	2.19961851789266e-144	217
905968	0.983619909502262	0	51
905969	0.977513091413721	7.15690803111484e-77	113
905970	0.96185521564551	1.3489725780144e-88	156
905971	0.979544455889083	2.55419715196228e-83	119
905972	0.973029947559883	2.24126371558955e-76	119
905973	0.975363818866283	6.52462096840556e-84	127
905974	0.980412005676794	1.32144990669691e-93	132
905975	0.971697066403114	5.03753274907405e-72	114
905976	0.981233168576852	7.57713082546443e-110	153
905977	0.972459366088674	5.33881261348623e-86	135
905978	0.971499752692828	4.28336353396196e-68	108
905979	0.984333297112096	1.51089562633942e-91	121
905980	0.976264482252466	1.41676084190536e-87	131
905981	0.970422841022544	4.64730646594911e-61	98
905982	0.971935789942113	3.5791936205133e-96	152
905983	0.975616554265198	2.09413155960569e-60	91
905984	0.972432162058111	1.41034375886626e-93	147
905985	0.980739306349503	7.81495884111179e-85	119
905986	0.976255326025108	1.43893190154777e-83	125
905989	0.972141386174287	1.83917473606181e-89	141
905990	0.987891252689587	1.36168578343888e-100	124
905991	0.979533029679946	1.31627568234469e-82	118
906693	0.978278590513875	1.06881658634989e-77	113
906696	0.977186301509371	4.19604941168481e-69	102
906746	0.982462887144855	3.98670570145969e-109	149
906763	0.979477319062742	2.91774870774033e-76	109
906765	0.971106936768257	1.26510421651003e-89	143
906790	0.98317670301242	1.40660262699442e-81	110
906791	0.975030346313746	6.41177058846278e-62	94
906792	0.970183889152717	7.78168132117532e-66	106
906793	0.975091918476766	8.22447334841855e-72	109
906794	0.972492079857968	3.92844391187979e-110	173
906795	0.984487978442644	1.27776269313885e-98	130
906797	0.982912953881962	1.08712300967299e-96	131
906798	0.980785570079658	7.79111804256696e-100	140
906800	0.979152535047077	1.54692697918319e-58	84
906801	0.975507254317797	1.28724401031274e-94	143
906803	0.976175823888256	8.48016711016241e-91	136
906804	0.969487774474169	6.65366333769561e-55	89
906805	0.966791883934049	7.57290665744962e-38	63
906807	0.983602421246358	4.15795158058671e-41	55
906808	0.977542361834016	9.1345416416012e-130	191
906812	0.979251237673768	4.05682881655032e-128	184
906813	0.966907447900381	1.99606430898944e-97	163
906814	0.979478628145808	3.60235019725801e-74	106
906815	0.966445231490189	3.38947689360035e-79	133
906817	0.983688288829433	1.29233608669955e-122	164
906818	0.983211366694671	8.96091566436034e-90	121
906820	0.968878899415512	1.72052041425098e-65	107
906821	0.981826965428389	2.55332254869501e-99	137
906823	0.977048324802885	7.49685569708119e-90	133
906824	0.965780505968337	3.49916857996591e-52	88
906826	0.975673448225237	1.21453220262686e-77	117
906827	0.976556634339932	5.71913549615943e-106	158
906828	0.975176067242417	2.64864072642631e-88	134
906830	0.977686386635206	2.89168457653439e-106	156
906831	0.972145149187561	8.82657815954343e-84	132
906832	0.95193795626076	6.26727775032368e-61	117
906833	0.982479941599066	2.1712973688414e-70	96
906834	0.983223397129729	1.01294415823142e-152	206
906835	0.971615000934575	1.00953025386577e-75	120
906836	0.962623336718027	3.81096630501055e-84	147
906837	0.984868477002154	3.19817201892442e-109	143
906838	0.966200609595996	2.73356208193968e-97	164
906839	0.98419253472975	2.74063790718186e-85	113
906841	0.975704640128868	5.04065093650435e-114	172
906842	0.95904792170229	1.69009446252066e-28	51
906843	0.987002757331177	7.23352433822931e-110	138
906844	0.970818116510205	5.35081487041136e-80	128
906846	0.965422969908497	1.76410140146373e-89	152
906847	0.961812760546852	4.78329267739029e-84	148
906848	0.980575921976408	6.02951171712695e-79	111
906849	0.978021978021978	0	14
906850	0.983118021818415	5.11008952603046e-80	108
906851	0.975499489903519	1.35928131759097e-65	99
906852	0.970746570817024	7.00413627826767e-67	107
906853	0.977265869564238	8.54537197799301e-91	134
906854	0.972958957179178	8.59655244913817e-58	90
906855	0.97778668682057	2.34046730126153e-70	103
906856	0.976726854451168	1.38800149283e-54	81
906861	0.978425186657612	2.36283890390284e-83	121
906862	0.971710187672633	6.10387998918622e-101	160
906863	0.982530788525445	2.85050782775171e-98	134
906864	0.98153225646607	7.59265446635268e-117	162
906865	0.972073939305699	3.4531138411428e-69	109
906868	0.975644822749076	8.48131445425394e-56	84
906869	0.980232187561756	8.00421524214331e-90	127
906870	0.97068333453274	5.72195534617337e-65	104
906871	0.976268295787505	6.45347291837357e-83	124
906872	0.978092207686449	1.48421738162216e-66	97
