Cell_line	rho	pval	num__of_drugs
906873	0.982743584909866	5.77963861317866e-106	144
906875	0.981401478983222	1.50652463173469e-106	148
906877	0.963776705811507	1.52922994917028e-65	113
906999	0.981934779181189	5.36479430967322e-85	117
907000	0.979882917790475	1.79482222280209e-98	140
907041	0.98046907061797	1.25699957578181e-115	163
907042	0.981974944207217	1.59836813032595e-78	108
907043	0.975277987820252	7.0636721989171e-103	156
907044	0.969663876605362	1.69243124978878e-76	124
907045	0.962651754142066	1.33804115686821e-83	146
907046	0.974091994745014	5.66686032495896e-80	123
907047	0.973901091689306	3.36626612475061e-77	119
907048	0.968769948208769	5.08704971585837e-66	108
907050	0.94778567295287	6.53193164532768e-59	117
907051	0.984232120434424	1.49385313672845e-124	165
907053	0.977504964391289	2.09291090712329e-69	102
907055	0.979507959557834	2.69574400749836e-76	109
907056	0.975916748517774	1.32437584620261e-68	103
907057	0.9757638252193	2.2934799588998e-82	124
907058	0.97875991643854	1.69888888855057e-66	96
907059	0.982498020888294	1.56273681959315e-105	144
907060	0.982354809574168	7.53087795997136e-112	153
907061	0.971452249979241	2.05174023696452e-62	99
907062	0.978894249789278	7.51546006485217e-73	105
907064	0.98344770291367	4.11524609171443e-93	125
907065	0.980934243907225	6.73927646704823e-113	158
907066	0.979068350943985	7.62317852300563e-112	161
907067	0.978425548840249	5.76476265424642e-93	135
907068	0.972253024666573	6.88258791888511e-84	132
907069	0.970987626748599	3.38636519813152e-65	104
907071	0.987221044709632	1.45052472570842e-109	137
907072	0.984939096496215	3.37580029025921e-100	131
907073	0.96968760839114	4.60525187093321e-74	120
907169	0.974150177359096	1.49438840836827e-73	113
907170	0.970185640809348	7.57031997853431e-95	153
907171	0.980610294284043	1.66883285420922e-87	123
907172	0.980359481017298	9.34533137292403e-86	121
907173	0.973802148245076	1.03098679967511e-88	137
907175	0.964567668451841	1.94243720094677e-90	155
907176	0.976487844992859	1.49565038916208e-114	171
907268	0.974518051424977	1.41282802665082e-100	154
907269	0.974199437225255	9.19310744278137e-103	158
907270	0.964898797324834	1.45034597618343e-96	165
907271	0.979977111477659	4.27805111093539e-69	98
907272	0.988429243541101	2.50958464348989e-99	121
907273	0.973462174697002	2.9715539967445e-99	154
907274	0.974059243473639	3.57089861735433e-94	145
907275	0.97571110791121	7.35938293731798e-54	81
907276	0.9816938148586	4.33314266152693e-47	65
907277	0.980690836601754	3.42845459914005e-86	121
907278	0.969954300035525	2.30039056992622e-77	125
907279	0.978404580746197	1.32825318275725e-104	152
907280	0.984544883093548	1.6353841506657e-102	135
907281	0.980584156335708	1.33357825546326e-67	95
907282	0.971988771937517	4.24701750227007e-110	174
907284	0.974768691401609	2.08921950330701e-60	92
907285	0.97580153776766	1.0230031337879e-85	129
907286	0.96098208054709	1.85885041794104e-51	91
907287	0.975020936923875	4.39369679764763e-109	166
907289	0.974993950408986	6.7172843815915e-117	178
907290	0.971466121336137	3.34176667035244e-71	113
907291	0.972741959647972	3.44026706334997e-60	94
907295	0.976543178244533	5.7222046882274e-114	170
907298	0.979015651711511	4.91821726827125e-57	82
907299	0.964819810046151	1.37779720375441e-54	93
907300	0.975865512919217	1.50584691395144e-121	183
907311	0.984622853726186	4.12491209567621e-79	104
907312	0.985301907971789	5.98069461802784e-114	148
907313	0.975532435968531	2.3321526664405e-58	88
907314	0.977772899637473	7.96403702787171e-129	189
907317	0.979119924348467	3.84204275655159e-100	144
907318	0.961251848590213	1.18196934420677e-47	84
907319	0.974839637963249	8.31593144583063e-60	91
907320	0.967503316621982	4.01205860421924e-62	103
907321	0.981623600650214	3.69471599058407e-101	140
907322	0.975804947146345	2.43103977622548e-135	204
907323	0.980878414919265	3.17948991502817e-114	160
907391	0.977534807246713	2.55384928092904e-82	121
907783	0.973452653958165	1.46458473501714e-73	114
907785	0.96966399064734	8.13307442114356e-73	118
907786	0.977210180126437	4.22898442556203e-67	99
907787	0.969574655447024	1.73977331590659e-79	129
907788	0.968807921919181	4.61024598031691e-83	136
907789	0.970690707418642	1.55800909159452e-75	121
907790	0.983190968422269	1.91357359925741e-93	126
907791	0.96944954797191	2.08032021841849e-112	183
907792	0.970822926099634	4.6493441574277e-93	149
907794	0.97333361577253	9.78251832605918e-75	116
907795	0.972374854622497	1.40405114233738e-98	155
907796	0.977113402620505	5.18207308978555e-67	99
907799	0.973308172811873	2.58462330229316e-109	170
908119	0.974078762409454	5.84236172390439e-80	123
908121	0.983419185658489	1.06336790746048e-105	142
908122	0.977613471005289	1.75914600641551e-86	127
908123	0.976206212523228	7.40333133574719e-77	115
908124	0.970547546540324	4.42508451734431e-30	48
908125	0.976948930466835	7.62782091841734e-65	96
908126	0.970288673109287	3.05310495579306e-70	113
908127	0.981921086619832	1.30228691977224e-109	151
908128	0.977158689991203	1.16155480120257e-90	134
908129	0.963633110728171	8.06010928921083e-80	138
908130	0.985930807933246	1.98740764203282e-104	134
908131	0.971946867966655	2.53366428874757e-82	130
908132	0.95820348596283	2.53641314538312e-40	73
908135	0.977784337377687	6.34050404300289e-82	120
908136	0.96767371580114	4.85222434528932e-76	126
908138	0.979700775944623	3.26009135667665e-77	110
908139	0.97619395575285	3.55339952085605e-78	117
908141	0.980712600709904	1.14886143242477e-82	116
908142	0.97314598819806	1.10603409490425e-79	124
908143	0.968337552161998	3.26028022102382e-109	180
908144	0.952678392382209	3.72656504442037e-57	109
908145	0.983379949450219	1.24296925610856e-79	107
908146	0.973102038989884	5.68125172136076e-56	87
908147	0.978748913873724	1.56976726094144e-30	44
908148	0.978767635584991	8.19281466367123e-66	95
908149	0.956674414779475	1.424578667267e-86	160
908150	0.983025812763174	2.02264601296972e-109	148
908151	0.971009072818472	7.52374629967046e-104	166
908152	0.979273589708308	5.05197219967226e-133	191
908156	0.978596032640199	2.37462147926531e-46	67
908158	0.981040065697275	8.52555508597878e-74	103
908159	0.982866806099216	7.99697226497334e-99	134
908440	0.972633082761063	1.18746164852621e-69	109
908443	0.970891716608945	9.94490080691281e-71	113
908444	0.966131942333887	1.24900414149988e-96	163
908445	0.977622869957505	6.53026852231751e-130	191
908446	0.979457523577753	3.89294904611183e-143	205
908447	0.97003700904506	3.90974453138974e-81	131
908448	0.973963055261566	1.26758657566279e-54	84
908449	0.972700626140604	1.28798021763537e-78	123
908450	0.972991664517341	3.79168189156472e-103	161
908451	0.971532843418608	3.07533017303743e-66	105
908452	0.979962202590497	1.07142282968816e-100	143
908454	0.97768536205112	5.61235191256314e-73	107
908455	0.979659622917891	2.30901116009906e-81	116
908457	0.961475473569175	8.98550328666476e-66	116
908458	0.974092203019318	9.67132950280056e-88	135
908459	0.975665111746644	1.648220902655e-91	138
908460	0.971316759189052	4.34555330295092e-81	129
908461	0.95388402506587	6.00728467212071e-31	58
908462	0.979430221275729	2.57657968950926e-117	168
908463	0.975557770888118	7.97707986556536e-81	122
908465	0.973020878097161	5.98353873271979e-63	98
908467	0.978456423329129	1.6403452202046e-133	194
908468	0.984814476554158	1.10980549063703e-52	69
908469	0.975196288521188	7.86881983999219e-120	182
908470	0.98424487010461	5.60099606160783e-105	139
908471	0.98058998334451	2.68585424525753e-112	158
908472	0.981457321272343	1.30643520544956e-101	141
908473	0.977370916399838	6.51216799311827e-114	168
908474	0.969867822605975	1.1200977672312e-68	111
908475	0.977114984940174	4.40588067376058e-73	108
908476	0.968834508907035	1.05011887371469e-100	165
908481	0.981303113849227	1.0926373083069e-77	108
908482	0.970476862177689	9.80571245689742e-88	141
908483	0.975471052697778	1.40859170547583e-121	184
909194	0.97308296294169	1.02077499887871e-61	96
909248	0.975099721955234	6.14936192740192e-85	129
909249	0.981750555588966	1.77375400626402e-111	154
909250	0.974068264908823	2.32256063866615e-77	119
909251	0.971047772604724	4.29668504356797e-77	123
909252	0.981506834813752	1.86320223451895e-89	124
909253	0.978710851627674	6.55240364377099e-152	220
909255	0.939622335046695	4.52872952876235e-38	80
909256	0.970585417988967	4.60966013096842e-76	122
909257	0.964820435483783	2.52944086215181e-63	108
909260	0.979905748832459	4.3822579965393e-90	128
909262	0.971036362568139	3.03564782452791e-108	173
909263	0.981027332501095	3.33251328721453e-115	161
909264	0.981543127318967	2.09024926350067e-61	85
909696	0.986568511677425	3.14503813625853e-100	127
909697	0.968762587352034	8.31219374519051e-82	134
909698	0.966519140507287	1.4818545329317e-71	120
909699	0.973690007573326	8.03070926868906e-63	97
909700	0.984993298717419	2.34313488197956e-90	118
909701	0.977083894294153	1.10905067239928e-69	103
909702	0.979680331087739	1.09171252029012e-80	115
909703	0.977397723659689	5.98424240025038e-68	100
909704	0.97355142404919	8.99958223862111e-52	80
909706	0.972852158307038	5.2038726756125e-66	103
909707	0.976414722998323	4.21855085909301e-107	160
909708	0.959813319742152	9.52683527224757e-65	116
909709	0.969130068657177	1.0073438349384e-68	112
909711	0.974508655284007	5.57284661840591e-137	210
909712	0.980834697452657	9.292968219654e-103	144
909713	0.969416972545911	1.29265212436873e-72	118
909715	0.97420411021107	3.94486836886201e-28	43
909716	0.982682422027295	6.48032979789755e-92	125
909717	0.974369722426506	1.35500005930064e-92	142
909718	0.942860877578778	1.22514650662472e-58	121
909719	0.976849740362032	2.88384142409638e-88	131
909720	0.95792069516266	4.35580531624705e-63	115
909721	0.978618630545746	1.32033224281437e-63	92
909722	0.970404941992356	1.87819218981827e-42	68
909723	0.97652814354547	5.18196713173355e-150	224
909724	0.964086981630779	2.96182203991108e-73	126
909725	0.97628980357456	2.82532517592091e-78	117
909726	0.973265938961063	5.90025821213398e-76	118
909727	0.965180131643952	1.68198387785369e-42	72
909728	0.968030172374194	6.70765047928648e-68	112
909729	0.982817699184204	1.91408235540204e-88	120
909730	0.980430219422275	2.05768666060067e-101	143
909731	0.97343177994153	1.57118899451697e-82	128
909732	0.986800427094315	1.03398376740046e-119	151
909735	0.978730323395519	7.54911008038227e-68	98
909736	0.979837607214829	5.74167581155639e-76	108
909737	0.952121648234816	1.18143770349969e-49	95
909738	0.98157206002757	2.86404978771963e-90	125
909739	0.95915926856925	1.72274079623424e-49	89
909740	0.975926912568517	1.60425620859078e-86	130
909742	0.967401991084291	1.20048725223641e-65	109
909743	0.967419973068225	2.24403358423601e-94	157
909744	0.981037392187144	6.12270995257218e-106	148
909745	0.972323581396377	9.24458108080818e-69	108
909746	0.953093301066268	7.0862206126003e-58	110
909747	0.981518650095636	5.58891751324103e-119	165
909748	0.976980322521105	2.47891271153456e-78	116
909749	0.976051488843981	1.00092064578698e-68	103
909750	0.970708958677759	3.53567406210457e-94	151
909751	0.974924674821198	2.82077826252285e-74	113
909753	0.974630072834262	1.31946325730612e-76	117
909754	0.975633403451462	2.5915086192584e-140	212
909755	0.972192218771819	1.36106460315927e-63	100
909756	0.97896236219171	1.29692094837076e-82	119
909757	0.967140165352825	2.76645789365347e-95	159
909758	0.971146253558948	6.2977174882212e-81	129
909759	0.967021613298058	2.21097140709826e-65	109
909761	0.970208861806661	1.00597472844556e-96	156
909769	0.98025473696858	4.66246345639822e-130	184
909770	0.974382298685529	1.92341734777932e-111	171
909771	0.968387935946023	2.03381297094587e-101	167
909773	0.970932198719981	6.22614710078587e-92	147
909774	0.97577546020853	1.13284641642738e-87	132
909776	0.984223591519973	6.1391332703577e-105	139
909777	0.973153923794718	1.95706743801516e-101	158
909778	0.969435544497043	1.53804234206127e-88	144
909779	0.975105933453014	2.95354071575354e-86	131
909780	0.980010648711945	6.71911894457172e-84	119
909781	0.977148219219341	1.55562137728386e-80	119
909784	0.977289362191275	1.23231687093205e-76	113
909785	0.982809874725571	5.05051147553005e-109	148
909904	0.978529165306107	2.37994726080052e-112	163
909905	0.979380423452387	2.81950312294204e-71	102
909907	0.969552172584455	2.37722448000966e-46	75
909974	0.970134437428361	3.05026061219539e-89	144
909975	0.97973354974876	2.36552728009048e-100	143
909976	0.983878828924615	5.31197026466169e-138	184
909977	0.978024642252116	3.60395821728216e-95	139
910079	0.976435879111594	1.84529208885296e-102	153
910209	0.974499763791308	1.20765052850906e-40	62
910399	0.976467513622802	8.19299531010891e-88	131
910401	0.984689342080678	1.06441150498716e-96	127
910544	0.944944912711134	1.71138763973774e-62	127
910545	0.972827494374189	1.25447567815873e-66	104
910546	0.974705923400964	3.3200292600262e-83	127
910548	0.976629986435528	5.57959937758783e-82	122
910549	0.971266528649901	4.84860410659798e-81	129
910554	0.962479143811021	4.92825133183818e-126	221
910566	0.961382364975934	1.36974109053582e-64	114
910567	0.971285825258952	1.94579754003336e-95	152
910568	0.977353836922803	5.82732320880101e-95	140
910569	0.981331011353879	3.27539110493911e-122	170
910687	0.968022689900856	6.6016769788642e-71	117
910688	0.970780934475521	7.90918056989022e-82	131
910689	0.982869239119636	4.67999967555665e-126	171
910691	0.9790153343791	1.32385883768837e-107	155
910692	0.977948788706581	1.19431522129753e-121	178
910694	0.970687085926055	1.97756922000473e-90	145
910695	0.979439488551822	5.59602299124472e-86	123
910697	0.970721767767489	9.67514973755194e-87	139
910698	0.976545803863074	1.54746357325852e-76	114
910700	0.971672890467552	1.21869533716132e-99	158
910701	0.976482897773956	8.45895774593474e-74	110
910702	0.985396021929635	1.97227269520486e-96	125
910703	0.971104004299532	3.02994734738276e-90	144
910704	0.97332448748045	1.13112596009078e-67	105
910705	0.971286616944426	3.91499141186269e-44	70
910706	0.979957433682511	1.06826890079588e-74	106
910710	0.981086099855012	2.90462545152728e-65	91
910779	0.977631930853823	4.83802104315002e-98	144
910780	0.977309475947146	1.03535263665423e-105	156
910781	0.988520249072565	5.84610534449802e-79	96
910784	0.981080999795774	1.25986200040449e-41	58
910849	0.98274259994252	3.0408684234694e-116	158
910850	0.978329316479628	4.97771176319839e-112	163
910851	0.980818892411166	1.69421557776746e-88	124
910852	0.955706082333652	2.16697914081257e-54	101
910853	0.965598460405665	1.30941832386952e-55	94
910861	0.970076198546627	3.94084788786691e-110	178
910899	0.986262675315046	9.16159357180637e-63	80
910900	0.977053930176218	2.32437590116422e-107	159
910903	0.948207578012791	1.31522682133511e-50	100
910904	0.98005915935665	1.06434296817754e-91	130
910905	0.973210098204836	2.0412384477952e-119	186
910906	0.980576574758085	1.17511478545989e-79	112
910907	0.977262041666762	8.14457151912514e-93	137
910910	0.968168699323998	7.591004579414e-76	125
910911	0.962310401800977	3.01449752157904e-74	130
910915	0.971634185867529	4.38404815334095e-97	154
910916	0.970607176781408	4.05695839704323e-71	114
910919	0.960061700641927	1.49762966900001e-76	137
910920	0.983502044030532	4.39871601469774e-108	145
910921	0.976606242350331	2.71775413336665e-83	124
910922	0.972601167406166	2.86765396461813e-42	66
910924	0.980389826955088	1.67428320530874e-86	122
910925	0.967815813861336	9.91112807982851e-62	102
910926	0.980014216415879	2.18164371791084e-80	114
910927	0.980968219959912	1.09966455855297e-103	145
910930	0.975277821800988	1.07570697983067e-68	104
910931	0.970718570269971	3.19942483859002e-89	143
910932	0.978202963117214	1.28894068752989e-116	170
910933	0.962266742098747	8.72758996885278e-92	161
910934	0.975869503591674	3.52739081256669e-77	116
910935	0.966881645527375	7.43289850158772e-69	115
910936	0.983472926457626	5.43159702683359e-82	110
910937	0.959810476424526	7.30154817045972e-92	165
910941	0.977092612424215	1.46519818167567e-32	48
910942	0.974127176810326	5.1231690915146e-91	140
910943	0.981514175247782	6.19284101284426e-114	158
910944	0.98252948116167	1.59447876267996e-56	77
910946	0.974660915851304	1.23809682508252e-91	140
910947	0.974159875214285	3.17802345305678e-85	131
910948	0.972786616649198	1.04580042899446e-120	189
910951	0.970818668112702	1.13875903492457e-32	52
910952	0.983206694321923	8.3534208662872e-87	117
911905	0.970288309015648	2.28919626587048e-81	131
917486	0.960941971897866	7.45644824549e-93	165
924100	0.979496796020838	7.26336586203111e-82	117
924102	0.97665097466691	2.69733256268597e-73	109
924104	0.98035900792309	1.1561977811935e-66	94
924105	0.970453216855754	5.8636085883437e-45	72
924106	0.981285480298928	2.97054345937901e-81	113
924107	0.976631911287759	2.54365703133412e-83	124
924108	0.979887950244475	8.87405811399747e-98	139
924110	0.98029210816657	5.84268177042967e-121	171
924111	0.97804894612824	6.236216299146e-70	102
924151	0.956966822859568	8.0020244981054e-46	84
924186	0.970942003988663	1.17928663759485e-67	108
924187	0.97519626208247	1.13909383148208e-87	133
924188	0.980012542878829	3.11901375803528e-116	165
924238	0.974694415276009	1.02395864519497e-89	137
924239	0.983115861065476	1.01922838140089e-100	136
924240	0.972395609277758	1.32664066297799e-98	155
924244	0.971111328734962	8.95678066481848e-78	124
924247	0.945751380230136	3.87977720406892e-50	101
924248	0.978473364696704	1.54356458764939e-65	95
924250	0.960907570110983	5.73407111049933e-38	67
925338	0.980886682279697	2.8018946374301e-99	139
925339	0.977922715594352	6.82902188557744e-104	152
925340	0.979174509394174	1.05725099243786e-78	113
925341	0.970377267560207	8.67981818858985e-73	117
925342	0.981627956904481	3.46846985663654e-88	122
925343	0.972935450844447	3.91498016424856e-87	136
925345	0.981111782414278	1.03942115019065e-61	86
925346	0.977705676576994	8.52580488995299e-80	117
925347	0.971013320207682	1.03719413887432e-67	108
925348	0.986735518847387	2.31530553472033e-82	104
930082	0.977737217008253	9.46447883598148e-76	111
930083	0.983717956008814	1.83031279188296e-114	153
930297	0.976763610801714	2.5494459285743e-116	173
930298	0.979715209749731	1.02680839086776e-115	165
930299	0.977955271983449	2.97465971215409e-118	173
946353	0.980202824586451	1.16638121126638e-130	185
946354	0.984099432284577	1.66130086912379e-123	164
946355	0.969980436442119	3.05706844298036e-111	180
946356	0.972060109983934	3.20924303039278e-86	136
946357	0.962767088102232	3.25512974074471e-35	61
946358	0.977019229085858	1.45544338129682e-98	146
946359	0.973700157286288	2.36725341163118e-114	177
946360	0.973090970188234	3.35038622465474e-66	103
946361	0.960767998733033	3.37311599276652e-45	80
946367	0.969258757947099	6.25500427998288e-75	122
946368	0.982045865091994	4.4925994099586e-125	172
946369	0.98117341933896	4.00991941197957e-86	120
946370	0.976878827111658	1.16656233872049e-91	136
946372	0.974764154863855	1.24093852003887e-48	74
946373	0.972472472797681	1.3469225043911e-100	158
946377	0.980331897264489	2.15464063315767e-62	88
946382	0.969134963528527	4.57434474340867e-65	106
949088	0.972293983128356	8.40676526400323e-74	116
949090	0.966556182451229	2.73825113679963e-79	133
949093	0.965959349509716	3.65662063663703e-101	171
949094	0.975011706754483	2.72983725076264e-78	119
949153	0.977613593953009	1.38860196421208e-73	108
949155	0.975684580340439	5.42252697977576e-77	116
949156	0.97607451321333	2.06421371147373e-69	104
949157	0.96805982777673	1.45352755098664e-77	128
949158	0.970245238949764	6.49083766507926e-74	119
949160	0.968350903471271	1.01987492783611e-65	108
949161	0.977123093995939	1.10752291567546e-96	143
949162	0.925978403502633	6.06163739265402e-16	36
949163	0.970031919028569	2.78755096729338e-79	128
949164	0.973463808950693	1.49401333323517e-91	142
949165	0.972885183309639	7.2853577006058e-70	109
949166	0.973854852258309	6.21379860810784e-94	145
949167	0.981319596792075	1.08304456655995e-49	69
949168	0.974837209664925	6.61325229786975e-137	209
949170	0.985755532758116	5.3314204056115e-132	170
949171	0.979040480932544	7.08455282399472e-114	164
949172	0.97007615115098	3.59807614921363e-81	131
949173	0.971384964680341	3.56684291430053e-96	153
949174	0.969917152133302	6.03099969917484e-86	139
949175	0.976172998705999	8.07121470560233e-79	118
949176	0.979632682117532	8.35587103230708e-99	141
949177	0.981783576811401	4.94330216671845e-105	145
949178	0.980839046795374	9.51144173677266e-108	151
949179	0.974080180037756	2.9554540601881e-81	125
971773	0.974744310955355	5.94966034683411e-97	148
971774	0.987019725272271	2.35837492070165e-53	67
971777	0.978292064833235	1.87186824992731e-80	117
998184	0.954866367214215	1.42737622603492e-37	70
998189	0.980543506267439	3.58562139212679e-100	141
